"","x"
"1",0
"2",1
"3",0
"4",1
"5",0
"6",0
"7",2
"8",2
"9",5
"10",2
"11",3
"12",3
"13",1
"14",0
"15",1
"16",1
"17",2
"18",3
"19",1
"20",2
"21",1
"22",0
"23",0
"24",1
"25",3
"26",2
"27",2
"28",4
"29",1
"30",1
"31",1
"32",0
"33",0
"34",0
"35",0
"36",1
"37",1
"38",0
"39",0
"40",1
"41",0
"42",0
"43",0
"44",1
"45",2
"46",3
"47",4
"48",7
"49",4
"50",0
"51",2
"52",2
"53",4
"54",1
"55",0
"56",1
"57",1
"58",1
"59",1
"60",0
"61",0
"62",1
"63",1
"64",5
"65",10
"66",8
"67",7
"68",10
"69",0
"70",1
"71",0
"72",0
"73",0
"74",0
"75",1
"76",0
"77",1
"78",1
"79",1
"80",12
"81",3
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",2
"89",4
"90",1
"91",2
"92",0
"93",1
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",1
"101",0
"102",1
"103",6
"104",3
"105",11
"106",8
"107",15
"108",15
"109",34
"110",1
"111",1
"112",4
"113",3
"114",4
"115",7
"116",1
"117",0
"118",2
"119",2
"120",3
"121",1
"122",0
"123",0
"124",0
"125",0
"126",0
"127",0
"128",3
"129",3
"130",5
"131",6
"132",16
"133",1
"134",0
"135",0
"136",0
"137",1
"138",1
"139",0
"140",0
"141",1
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",0
"152",1
"153",1
"154",2
"155",7
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",1
"167",0
"168",0
"169",0
"170",1
"171",1
"172",0
"173",0
"174",2
"175",2
"176",2
"177",3
"178",3
"179",0
"180",0
"181",0
"182",0
"183",0
"184",0
"185",1
"186",5
"187",11
"188",11
"189",26
"190",32
"191",26
"192",36
"193",0
"194",0
"195",0
"196",0
"197",1
"198",1
"199",1
"200",4
"201",6
"202",0
"203",0
"204",0
"205",0
"206",0
"207",0
"208",2
"209",4
"210",1
"211",4
