"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",1
"8",1
"9",0
"10",0
"11",3
"12",1
"13",0
"14",7
"15",3
"16",0
"17",9
"18",0
"19",0
"20",3
"21",0
"22",1
"23",0
"24",0
"25",0
"26",2
"27",1
"28",1
"29",0
"30",0
"31",1
"32",0
"33",1
"34",0
"35",1
"36",3
"37",0
"38",0
"39",1
"40",0
"41",1
"42",0
"43",0
"44",0
"45",1
"46",1
"47",0
"48",0
"49",1
"50",0
"51",1
"52",1
"53",0
"54",0
"55",2
"56",0
"57",1
"58",2
"59",1
"60",2
"61",2
"62",2
"63",2
"64",1
"65",4
"66",1
"67",1
"68",1
"69",4
"70",0
"71",1
"72",2
"73",0
"74",4
"75",1
"76",1
"77",2
"78",7
"79",0
"80",1
"81",1
"82",4
"83",2
"84",1
"85",4
"86",1
"87",0
"88",3
"89",0
"90",0
"91",1
"92",2
"93",0
"94",1
"95",0
"96",1
"97",0
"98",0
"99",1
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",1
"111",0
"112",1
"113",1
"114",1
"115",0
"116",1
"117",1
"118",0
"119",3
"120",0
"121",0
"122",0
"123",1
"124",0
"125",1
"126",0
"127",0
"128",0
"129",0
"130",0
"131",1
"132",2
"133",0
"134",2
"135",1
"136",1
"137",7
"138",0
"139",1
"140",0
"141",0
"142",0
"143",0
"144",0
"145",0
"146",1
"147",0
"148",0
"149",0
"150",2
"151",0
"152",0
"153",0
"154",0
"155",2
"156",0
"157",1
"158",1
"159",0
"160",1
"161",1
"162",0
"163",0
"164",0
"165",1
"166",1
"167",0
"168",0
"169",4
"170",2
"171",0
"172",14
"173",1
"174",0
"175",14
"176",0
"177",0
"178",0
"179",1
"180",0
"181",0
"182",0
"183",0
"184",0
"185",0
"186",0
"187",0
"188",1
"189",1
"190",1
"191",0
"192",0
"193",0
"194",0
"195",0
"196",2
"197",1
"198",2
"199",1
"200",1
"201",0
"202",2
"203",0
"204",1
"205",0
"206",2
"207",0
"208",0
"209",0
"210",0
"211",0
