"","x"
"1",0
"2",0
"3",1
"4",9
"5",0
"6",0
"7",1
"8",5
"9",7
"10",7
"11",0
"12",0
"13",0
"14",3
"15",1
"16",0
"17",0
"18",0
"19",1
"20",0
"21",0
"22",0
"23",0
"24",4
"25",11
"26",1
"27",1
"28",2
"29",0
"30",0
"31",0
"32",0
"33",0
"34",1
"35",0
"36",0
"37",0
"38",3
"39",3
"40",7
"41",3
"42",6
"43",5
"44",3
"45",1
"46",1
"47",4
"48",0
"49",0
"50",2
"51",5
"52",7
"53",3
"54",5
"55",3
"56",10
"57",16
"58",0
"59",1
"60",3
"61",1
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",1
"70",2
"71",3
"72",13
"73",2
"74",3
"75",2
"76",2
"77",0
"78",1
"79",3
"80",4
"81",2
"82",1
"83",1
"84",3
"85",2
"86",1
"87",4
"88",3
"89",0
"90",1
"91",5
"92",7
"93",5
"94",6
"95",1
"96",4
"97",1
"98",3
"99",3
"100",2
"101",7
"102",6
"103",6
"104",12
"105",9
"106",3
"107",5
"108",8
"109",5
"110",4
"111",3
"112",0
"113",1
"114",0
"115",1
"116",8
"117",22
"118",6
"119",10
"120",5
"121",2
"122",2
"123",3
"124",2
"125",3
"126",4
"127",4
"128",2
"129",1
"130",1
"131",2
"132",1
"133",0
"134",0
"135",2
"136",4
"137",3
"138",3
"139",4
"140",2
"141",5
"142",1
"143",1
"144",1
"145",2
"146",1
"147",0
"148",1
"149",2
"150",0
"151",1
"152",5
"153",1
"154",0
"155",2
"156",3
"157",4
"158",1
"159",4
"160",4
"161",8
"162",0
"163",2
"164",2
"165",13
"166",5
"167",2
"168",1
"169",3
"170",6
"171",3
"172",2
"173",1
"174",1
"175",2
"176",2
"177",1
"178",5
"179",2
"180",1
"181",2
"182",3
"183",8
"184",5
"185",1
"186",0
"187",0
"188",0
"189",0
"190",1
"191",4
"192",2
"193",0
"194",1
"195",1
"196",1
"197",1
"198",1
"199",3
"200",0
"201",1
"202",4
"203",0
"204",0
"205",0
"206",0
"207",2
"208",3
"209",2
"210",2
"211",1
