"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",1
"9",0
"10",0
"11",0
"12",2
"13",0
"14",1
"15",0
"16",1
"17",2
"18",1
"19",1
"20",0
"21",4
"22",3
"23",2
"24",0
"25",1
"26",3
"27",4
"28",0
"29",0
"30",3
"31",7
"32",5
"33",0
"34",1
"35",4
"36",7
"37",0
"38",0
"39",2
"40",7
"41",2
"42",0
"43",0
"44",5
"45",5
"46",1
"47",0
"48",0
"49",3
"50",2
"51",1
"52",1
"53",0
"54",4
"55",3
"56",1
"57",2
"58",2
"59",7
"60",1
"61",1
"62",3
"63",5
"64",5
"65",1
"66",3
"67",4
"68",4
"69",1
"70",4
"71",3
"72",5
"73",2
"74",3
"75",0
"76",4
"77",3
"78",2
"79",0
"80",1
"81",2
"82",4
"83",0
"84",1
"85",1
"86",5
"87",2
"88",0
"89",0
"90",3
"91",3
"92",2
"93",0
"94",1
"95",4
"96",6
"97",1
"98",0
"99",2
"100",5
"101",2
"102",2
"103",0
"104",8
"105",3
"106",3
"107",1
"108",3
"109",7
"110",5
"111",0
"112",3
"113",1
"114",4
"115",2
"116",2
"117",3
"118",3
"119",3
"120",6
"121",2
"122",5
"123",4
"124",4
"125",4
"126",2
"127",4
"128",5
"129",2
"130",4
"131",1
"132",2
"133",4
"134",4
"135",2
"136",1
"137",3
"138",3
"139",6
"140",2
"141",2
"142",2
"143",7
"144",1
"145",6
"146",3
"147",4
"148",5
"149",3
"150",5
"151",2
"152",4
"153",5
"154",2
"155",3
"156",6
"157",4
"158",1
"159",5
"160",5
"161",3
"162",5
"163",0
"164",2
"165",2
"166",3
"167",4
"168",1
"169",3
"170",3
"171",2
"172",5
"173",1
"174",4
"175",1
"176",6
"177",2
"178",2
"179",5
"180",3
"181",8
"182",1
"183",2
"184",0
"185",8
"186",3
"187",3
"188",1
"189",2
"190",2
"191",5
"192",2
"193",1
"194",3
"195",4
"196",5
"197",1
"198",0
"199",3
"200",4
"201",5
"202",0
"203",0
"204",3
"205",2
"206",3
"207",0
"208",0
"209",1
"210",6
"211",1
