"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",1
"19",0
"20",2
"21",1
"22",1
"23",2
"24",0
"25",0
"26",0
"27",0
"28",2
"29",2
"30",6
"31",7
"32",1
"33",1
"34",5
"35",9
"36",0
"37",1
"38",5
"39",14
"40",3
"41",5
"42",2
"43",0
"44",0
"45",1
"46",4
"47",8
"48",1
"49",3
"50",8
"51",5
"52",9
"53",19
"54",8
"55",3
"56",3
"57",4
"58",5
"59",3
"60",3
"61",5
"62",4
"63",5
"64",4
"65",0
"66",0
"67",1
"68",2
"69",2
"70",2
"71",0
"72",1
"73",0
"74",1
"75",0
"76",0
"77",0
"78",1
"79",1
"80",0
"81",1
"82",4
"83",0
"84",0
"85",0
"86",1
"87",2
"88",7
"89",3
"90",3
"91",2
"92",1
"93",0
"94",1
"95",2
"96",4
"97",1
"98",1
"99",2
"100",4
"101",0
"102",0
"103",0
"104",0
"105",0
"106",1
"107",1
"108",4
"109",1
"110",0
"111",1
"112",0
"113",0
"114",2
"115",5
"116",1
"117",1
"118",7
"119",1
"120",2
"121",2
"122",0
"123",1
"124",0
"125",0
"126",0
"127",0
"128",1
"129",0
"130",0
"131",0
"132",0
"133",0
"134",2
"135",4
"136",6
"137",2
"138",0
"139",0
"140",1
"141",2
"142",1
"143",2
"144",2
"145",0
"146",2
"147",0
"148",1
"149",2
"150",0
"151",0
"152",1
"153",4
"154",4
"155",1
"156",2
"157",5
"158",2
"159",3
"160",2
"161",0
"162",0
"163",0
"164",2
"165",1
"166",1
"167",2
"168",4
"169",1
"170",0
"171",0
"172",0
"173",1
"174",0
"175",1
"176",2
"177",0
"178",0
"179",1
"180",1
"181",0
"182",0
"183",1
"184",6
"185",2
"186",0
"187",0
"188",3
"189",9
"190",5
"191",2
"192",6
"193",0
"194",0
"195",0
"196",3
"197",11
"198",6
"199",5
"200",4
"201",2
"202",0
"203",1
"204",3
"205",0
"206",0
"207",1
"208",1
"209",0
"210",0
"211",0
