"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",2
"12",0
"13",0
"14",2
"15",0
"16",4
"17",0
"18",0
"19",1
"20",0
"21",5
"22",0
"23",0
"24",0
"25",3
"26",2
"27",0
"28",0
"29",0
"30",4
"31",2
"32",1
"33",0
"34",2
"35",4
"36",3
"37",1
"38",0
"39",3
"40",1
"41",7
"42",0
"43",0
"44",2
"45",3
"46",1
"47",0
"48",0
"49",5
"50",4
"51",1
"52",0
"53",1
"54",8
"55",4
"56",0
"57",0
"58",0
"59",12
"60",0
"61",0
"62",1
"63",1
"64",3
"65",1
"66",0
"67",0
"68",0
"69",8
"70",0
"71",0
"72",0
"73",0
"74",1
"75",0
"76",0
"77",1
"78",1
"79",1
"80",0
"81",1
"82",0
"83",2
"84",1
"85",0
"86",0
"87",0
"88",4
"89",1
"90",0
"91",0
"92",1
"93",6
"94",1
"95",0
"96",1
"97",2
"98",3
"99",1
"100",1
"101",3
"102",1
"103",2
"104",0
"105",3
"106",4
"107",4
"108",0
"109",3
"110",0
"111",6
"112",1
"113",1
"114",2
"115",0
"116",10
"117",0
"118",5
"119",0
"120",1
"121",2
"122",0
"123",2
"124",1
"125",4
"126",2
"127",1
"128",2
"129",1
"130",4
"131",1
"132",5
"133",1
"134",5
"135",0
"136",1
"137",5
"138",3
"139",0
"140",0
"141",2
"142",3
"143",0
"144",1
"145",0
"146",4
"147",0
"148",0
"149",3
"150",1
"151",1
"152",0
"153",0
"154",8
"155",1
"156",3
"157",0
"158",0
"159",1
"160",2
"161",2
"162",0
"163",0
"164",1
"165",3
"166",1
"167",0
"168",0
"169",2
"170",5
"171",1
"172",0
"173",2
"174",4
"175",8
"176",0
"177",0
"178",2
"179",6
"180",3
"181",1
"182",0
"183",2
"184",9
"185",2
"186",1
"187",2
"188",7
"189",7
"190",4
"191",0
"192",7
"193",4
"194",10
"195",1
"196",1
"197",2
"198",4
"199",2
"200",0
"201",2
"202",4
"203",4
"204",2
"205",0
"206",2
"207",4
"208",4
"209",4
"210",0
"211",2
