"","x"
"1",0
"2",0
"3",0
"4",2
"5",6
"6",2
"7",4
"8",2
"9",0
"10",0
"11",1
"12",0
"13",0
"14",0
"15",1
"16",4
"17",5
"18",4
"19",5
"20",5
"21",3
"22",4
"23",1
"24",1
"25",3
"26",3
"27",4
"28",6
"29",5
"30",7
"31",4
"32",5
"33",3
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",1
"46",0
"47",1
"48",0
"49",1
"50",1
"51",0
"52",1
"53",2
"54",2
"55",2
"56",2
"57",3
"58",3
"59",5
"60",5
"61",7
"62",8
"63",8
"64",6
"65",4
"66",1
"67",2
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0
"77",2
"78",3
"79",2
"80",0
"81",1
"82",1
"83",1
"84",1
"85",3
"86",1
"87",2
"88",5
"89",6
"90",4
"91",5
"92",5
"93",5
"94",4
"95",5
"96",3
"97",3
"98",4
"99",3
"100",2
"101",2
"102",2
"103",2
"104",3
"105",1
"106",3
"107",5
"108",0
"109",0
"110",0
"111",0
"112",1
"113",5
"114",7
"115",3
"116",4
"117",1
"118",3
"119",4
"120",3
"121",2
"122",4
"123",5
"124",10
"125",4
"126",3
"127",4
"128",8
"129",3
"130",5
"131",0
"132",1
"133",0
"134",1
"135",1
"136",2
"137",0
"138",1
"139",1
"140",0
"141",1
"142",0
"143",1
"144",3
"145",1
"146",1
"147",2
"148",2
"149",1
"150",1
"151",2
"152",2
"153",1
"154",2
"155",5
"156",1
"157",0
"158",0
"159",0
"160",2
"161",1
"162",4
"163",0
"164",0
"165",0
"166",1
"167",2
"168",4
"169",1
"170",1
"171",4
"172",5
"173",3
"174",4
"175",5
"176",5
"177",2
"178",2
"179",0
"180",0
"181",1
"182",3
"183",3
"184",3
"185",3
"186",3
"187",2
"188",3
"189",2
"190",3
"191",4
"192",8
"193",4
"194",6
"195",2
"196",3
"197",3
"198",4
"199",5
"200",7
"201",1
"202",4
"203",3
"204",0
"205",0
"206",0
"207",0
"208",1
"209",2
"210",3
"211",2
