"","x"
"1",0
"2",0
"3",0
"4",0
"5",2
"6",0
"7",0
"8",3
"9",0
"10",0
"11",4
"12",0
"13",1
"14",2
"15",0
"16",4
"17",3
"18",0
"19",0
"20",3
"21",0
"22",2
"23",2
"24",0
"25",2
"26",1
"27",0
"28",3
"29",1
"30",1
"31",3
"32",2
"33",0
"34",3
"35",2
"36",0
"37",5
"38",0
"39",0
"40",2
"41",0
"42",1
"43",0
"44",0
"45",0
"46",0
"47",0
"48",1
"49",1
"50",0
"51",1
"52",0
"53",0
"54",1
"55",0
"56",1
"57",1
"58",1
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",1
"69",0
"70",0
"71",0
"72",1
"73",0
"74",0
"75",2
"76",0
"77",0
"78",3
"79",0
"80",0
"81",1
"82",1
"83",2
"84",4
"85",0
"86",5
"87",4
"88",2
"89",0
"90",0
"91",0
"92",0
"93",1
"94",0
"95",1
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",2
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",0
"118",1
"119",0
"120",0
"121",2
"122",0
"123",0
"124",0
"125",0
"126",1
"127",1
"128",2
"129",1
"130",0
"131",5
"132",0
"133",1
"134",0
"135",1
"136",2
"137",1
"138",8
"139",4
"140",1
"141",22
"142",2
"143",1
"144",8
"145",4
"146",0
"147",7
"148",0
"149",0
"150",5
"151",0
"152",0
"153",2
"154",0
"155",1
"156",2
"157",1
"158",1
"159",0
"160",7
"161",1
"162",0
"163",6
"164",1
"165",0
"166",2
"167",1
"168",0
"169",0
"170",0
"171",1
"172",0
"173",0
"174",1
"175",0
"176",0
"177",0
"178",3
"179",0
"180",0
"181",0
"182",0
"183",0
"184",0
"185",0
"186",0
"187",1
"188",1
"189",0
"190",0
"191",3
"192",0
"193",1
"194",2
"195",0
"196",4
"197",0
"198",3
"199",1
"200",0
"201",2
"202",0
"203",0
"204",0
"205",0
"206",3
"207",0
"208",2
"209",1
"210",0
"211",1
