"","x"
"1",0
"2",0
"3",0
"4",1
"5",1
"6",1
"7",0
"8",2
"9",0
"10",0
"11",3
"12",0
"13",0
"14",2
"15",1
"16",1
"17",1
"18",1
"19",1
"20",2
"21",1
"22",4
"23",1
"24",5
"25",2
"26",1
"27",0
"28",3
"29",1
"30",0
"31",5
"32",0
"33",0
"34",2
"35",0
"36",0
"37",1
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",2
"47",0
"48",0
"49",1
"50",0
"51",2
"52",0
"53",0
"54",3
"55",1
"56",0
"57",1
"58",0
"59",0
"60",2
"61",0
"62",2
"63",0
"64",0
"65",1
"66",0
"67",1
"68",0
"69",0
"70",0
"71",1
"72",0
"73",0
"74",4
"75",1
"76",0
"77",5
"78",1
"79",0
"80",6
"81",0
"82",0
"83",3
"84",0
"85",2
"86",1
"87",0
"88",4
"89",0
"90",0
"91",1
"92",0
"93",1
"94",1
"95",0
"96",1
"97",0
"98",0
"99",1
"100",0
"101",1
"102",0
"103",2
"104",1
"105",0
"106",0
"107",2
"108",0
"109",0
"110",2
"111",1
"112",0
"113",1
"114",1
"115",0
"116",0
"117",1
"118",0
"119",1
"120",1
"121",2
"122",0
"123",2
"124",3
"125",0
"126",2
"127",2
"128",1
"129",2
"130",5
"131",0
"132",2
"133",0
"134",1
"135",1
"136",0
"137",2
"138",1
"139",3
"140",1
"141",3
"142",2
"143",3
"144",6
"145",2
"146",4
"147",3
"148",3
"149",5
"150",6
"151",3
"152",8
"153",4
"154",7
"155",2
"156",5
"157",3
"158",5
"159",3
"160",3
"161",1
"162",2
"163",4
"164",3
"165",1
"166",4
"167",0
"168",2
"169",2
"170",0
"171",2
"172",2
"173",1
"174",3
"175",5
"176",0
"177",6
"178",2
"179",0
"180",5
"181",0
"182",2
"183",2
"184",1
"185",4
"186",5
"187",2
"188",3
"189",1
"190",1
"191",2
"192",0
"193",0
"194",3
"195",1
"196",0
"197",5
"198",0
"199",1
"200",1
"201",0
"202",2
"203",0
"204",0
"205",1
"206",0
"207",0
"208",2
"209",0
"210",0
"211",2
