"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",1
"11",1
"12",0
"13",0
"14",0
"15",1
"16",1
"17",0
"18",0
"19",0
"20",2
"21",1
"22",1
"23",0
"24",0
"25",1
"26",0
"27",0
"28",1
"29",1
"30",2
"31",0
"32",0
"33",2
"34",2
"35",8
"36",0
"37",1
"38",10
"39",8
"40",1
"41",0
"42",0
"43",3
"44",1
"45",1
"46",0
"47",1
"48",9
"49",1
"50",1
"51",0
"52",7
"53",7
"54",1
"55",1
"56",2
"57",5
"58",5
"59",0
"60",1
"61",1
"62",17
"63",0
"64",1
"65",1
"66",3
"67",6
"68",0
"69",0
"70",4
"71",1
"72",4
"73",0
"74",1
"75",4
"76",2
"77",2
"78",1
"79",4
"80",3
"81",2
"82",0
"83",2
"84",5
"85",15
"86",0
"87",0
"88",0
"89",10
"90",5
"91",0
"92",0
"93",1
"94",3
"95",8
"96",0
"97",0
"98",2
"99",1
"100",3
"101",0
"102",0
"103",2
"104",1
"105",3
"106",0
"107",4
"108",1
"109",5
"110",2
"111",0
"112",0
"113",3
"114",2
"115",2
"116",0
"117",0
"118",1
"119",5
"120",2
"121",0
"122",0
"123",0
"124",5
"125",2
"126",1
"127",1
"128",0
"129",2
"130",3
"131",2
"132",1
"133",0
"134",3
"135",1
"136",1
"137",0
"138",2
"139",0
"140",1
"141",0
"142",3
"143",0
"144",1
"145",0
"146",0
"147",0
"148",1
"149",2
"150",0
"151",0
"152",1
"153",0
"154",0
"155",1
"156",1
"157",0
"158",0
"159",0
"160",1
"161",1
"162",0
"163",0
"164",1
"165",0
"166",3
"167",0
"168",2
"169",3
"170",1
"171",3
"172",0
"173",0
"174",7
"175",6
"176",3
"177",0
"178",0
"179",4
"180",7
"181",0
"182",0
"183",1
"184",7
"185",0
"186",1
"187",0
"188",7
"189",1
"190",0
"191",0
"192",0
"193",6
"194",4
"195",0
"196",0
"197",0
"198",12
"199",5
"200",0
"201",0
"202",0
"203",5
"204",8
"205",0
"206",1
"207",0
"208",2
"209",1
"210",0
"211",1
