"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",1
"9",0
"10",1
"11",0
"12",3
"13",1
"14",1
"15",0
"16",0
"17",2
"18",5
"19",3
"20",0
"21",0
"22",4
"23",5
"24",2
"25",0
"26",0
"27",7
"28",5
"29",2
"30",1
"31",0
"32",6
"33",2
"34",2
"35",1
"36",0
"37",6
"38",1
"39",3
"40",1
"41",0
"42",6
"43",1
"44",3
"45",2
"46",0
"47",5
"48",5
"49",1
"50",2
"51",0
"52",9
"53",6
"54",3
"55",1
"56",1
"57",9
"58",9
"59",4
"60",3
"61",2
"62",7
"63",6
"64",2
"65",5
"66",3
"67",3
"68",1
"69",1
"70",4
"71",4
"72",2
"73",3
"74",1
"75",0
"76",4
"77",3
"78",2
"79",0
"80",0
"81",3
"82",4
"83",3
"84",0
"85",1
"86",4
"87",5
"88",3
"89",0
"90",0
"91",4
"92",6
"93",4
"94",1
"95",0
"96",2
"97",8
"98",5
"99",0
"100",0
"101",6
"102",11
"103",2
"104",0
"105",0
"106",6
"107",8
"108",1
"109",0
"110",0
"111",3
"112",5
"113",1
"114",0
"115",0
"116",3
"117",4
"118",0
"119",0
"120",0
"121",1
"122",1
"123",2
"124",0
"125",1
"126",0
"127",1
"128",0
"129",1
"130",3
"131",4
"132",0
"133",0
"134",0
"135",5
"136",1
"137",1
"138",0
"139",0
"140",5
"141",4
"142",1
"143",0
"144",1
"145",6
"146",5
"147",1
"148",0
"149",0
"150",3
"151",5
"152",4
"153",0
"154",1
"155",5
"156",8
"157",1
"158",0
"159",1
"160",7
"161",5
"162",1
"163",0
"164",2
"165",9
"166",4
"167",0
"168",0
"169",5
"170",7
"171",0
"172",0
"173",0
"174",9
"175",3
"176",0
"177",1
"178",1
"179",10
"180",3
"181",0
"182",1
"183",2
"184",7
"185",2
"186",0
"187",3
"188",1
"189",4
"190",1
"191",1
"192",2
"193",4
"194",6
"195",2
"196",1
"197",2
"198",4
"199",3
"200",4
"201",2
"202",3
"203",3
"204",2
"205",4
"206",5
"207",3
"208",3
"209",2
"210",3
"211",6
