"","x"
"1",0
"2",1
"3",3
"4",2
"5",6
"6",6
"7",3
"8",4
"9",2
"10",2
"11",1
"12",2
"13",0
"14",0
"15",1
"16",2
"17",7
"18",3
"19",3
"20",3
"21",4
"22",0
"23",0
"24",0
"25",0
"26",0
"27",1
"28",1
"29",2
"30",4
"31",1
"32",4
"33",1
"34",2
"35",1
"36",3
"37",1
"38",4
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",1
"47",1
"48",4
"49",2
"50",1
"51",0
"52",1
"53",5
"54",1
"55",2
"56",3
"57",8
"58",5
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",1
"66",5
"67",0
"68",2
"69",13
"70",6
"71",5
"72",0
"73",0
"74",0
"75",1
"76",0
"77",1
"78",4
"79",5
"80",0
"81",0
"82",0
"83",0
"84",0
"85",1
"86",0
"87",0
"88",0
"89",1
"90",2
"91",1
"92",1
"93",0
"94",0
"95",0
"96",1
"97",2
"98",3
"99",1
"100",1
"101",3
"102",6
"103",13
"104",2
"105",2
"106",0
"107",2
"108",5
"109",6
"110",5
"111",0
"112",0
"113",0
"114",0
"115",1
"116",1
"117",3
"118",2
"119",1
"120",2
"121",0
"122",0
"123",2
"124",4
"125",1
"126",0
"127",0
"128",0
"129",0
"130",0
"131",1
"132",0
"133",0
"134",0
"135",1
"136",1
"137",3
"138",5
"139",6
"140",6
"141",7
"142",1
"143",3
"144",5
"145",3
"146",9
"147",0
"148",0
"149",0
"150",0
"151",0
"152",3
"153",7
"154",1
"155",1
"156",1
"157",2
"158",6
"159",6
"160",17
"161",10
"162",5
"163",1
"164",1
"165",0
"166",0
"167",0
"168",2
"169",10
"170",15
"171",16
"172",2
"173",1
"174",0
"175",0
"176",1
"177",0
"178",1
"179",0
"180",0
"181",0
"182",2
"183",2
"184",3
"185",6
"186",3
"187",3
"188",0
"189",0
"190",0
"191",0
"192",0
"193",0
"194",1
"195",0
"196",0
"197",0
"198",2
"199",4
"200",5
"201",3
"202",3
"203",2
"204",0
"205",0
"206",0
"207",0
"208",3
"209",2
"210",0
"211",0
