"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",1
"7",1
"8",0
"9",2
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",1
"24",0
"25",1
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",1
"33",0
"34",0
"35",0
"36",1
"37",0
"38",0
"39",3
"40",0
"41",1
"42",1
"43",1
"44",0
"45",4
"46",2
"47",0
"48",2
"49",0
"50",1
"51",0
"52",3
"53",0
"54",0
"55",0
"56",0
"57",1
"58",1
"59",0
"60",1
"61",1
"62",0
"63",1
"64",0
"65",1
"66",1
"67",0
"68",3
"69",2
"70",0
"71",3
"72",3
"73",0
"74",5
"75",0
"76",0
"77",2
"78",2
"79",0
"80",3
"81",2
"82",0
"83",5
"84",1
"85",0
"86",7
"87",0
"88",0
"89",2
"90",0
"91",0
"92",1
"93",0
"94",0
"95",1
"96",0
"97",2
"98",1
"99",0
"100",2
"101",0
"102",0
"103",1
"104",1
"105",2
"106",0
"107",3
"108",3
"109",2
"110",3
"111",0
"112",1
"113",3
"114",1
"115",1
"116",7
"117",3
"118",1
"119",2
"120",3
"121",2
"122",1
"123",0
"124",7
"125",6
"126",0
"127",2
"128",2
"129",0
"130",2
"131",0
"132",3
"133",1
"134",2
"135",1
"136",3
"137",0
"138",3
"139",2
"140",1
"141",4
"142",2
"143",0
"144",0
"145",0
"146",0
"147",1
"148",0
"149",2
"150",0
"151",0
"152",2
"153",1
"154",0
"155",0
"156",0
"157",2
"158",1
"159",0
"160",5
"161",1
"162",0
"163",5
"164",1
"165",0
"166",6
"167",0
"168",0
"169",2
"170",1
"171",1
"172",1
"173",0
"174",1
"175",4
"176",1
"177",0
"178",1
"179",0
"180",0
"181",1
"182",0
"183",0
"184",2
"185",1
"186",0
"187",3
"188",0
"189",0
"190",1
"191",0
"192",2
"193",1
"194",0
"195",4
"196",1
"197",1
"198",0
"199",1
"200",3
"201",1
"202",2
"203",2
"204",0
"205",1
"206",0
"207",0
"208",1
"209",0
"210",0
"211",2
