"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",1
"8",0
"9",2
"10",0
"11",0
"12",1
"13",0
"14",0
"15",0
"16",0
"17",0
"18",1
"19",1
"20",0
"21",2
"22",1
"23",2
"24",1
"25",1
"26",1
"27",2
"28",1
"29",0
"30",1
"31",0
"32",1
"33",0
"34",1
"35",2
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",3
"43",0
"44",1
"45",3
"46",0
"47",7
"48",5
"49",0
"50",6
"51",6
"52",0
"53",1
"54",0
"55",0
"56",2
"57",0
"58",0
"59",4
"60",0
"61",0
"62",8
"63",0
"64",1
"65",3
"66",1
"67",6
"68",0
"69",3
"70",2
"71",0
"72",6
"73",0
"74",1
"75",4
"76",0
"77",3
"78",2
"79",1
"80",1
"81",0
"82",1
"83",2
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
"102",1
"103",0
"104",1
"105",3
"106",0
"107",1
"108",5
"109",0
"110",7
"111",1
"112",0
"113",10
"114",1
"115",0
"116",1
"117",0
"118",1
"119",0
"120",1
"121",2
"122",2
"123",0
"124",2
"125",4
"126",0
"127",5
"128",1
"129",1
"130",1
"131",3
"132",0
"133",3
"134",0
"135",0
"136",0
"137",1
"138",0
"139",0
"140",2
"141",0
"142",0
"143",0
"144",0
"145",1
"146",1
"147",0
"148",9
"149",0
"150",3
"151",3
"152",1
"153",0
"154",1
"155",0
"156",2
"157",3
"158",2
"159",5
"160",1
"161",5
"162",3
"163",2
"164",2
"165",2
"166",3
"167",0
"168",4
"169",1
"170",0
"171",9
"172",0
"173",2
"174",1
"175",1
"176",2
"177",2
"178",0
"179",2
"180",1
"181",3
"182",4
"183",3
"184",2
"185",3
"186",5
"187",2
"188",1
"189",1
"190",1
"191",10
"192",0
"193",1
"194",2
"195",1
"196",2
"197",0
"198",1
"199",0
"200",2
"201",1
"202",2
"203",0
"204",7
"205",0
"206",2
"207",4
"208",0
"209",6
"210",1
"211",0
