"","x"
"1",0
"2",1
"3",1
"4",4
"5",1
"6",3
"7",2
"8",4
"9",8
"10",1
"11",2
"12",1
"13",6
"14",6
"15",5
"16",7
"17",10
"18",14
"19",6
"20",19
"21",10
"22",5
"23",0
"24",0
"25",0
"26",1
"27",2
"28",0
"29",0
"30",1
"31",2
"32",3
"33",12
"34",1
"35",2
"36",6
"37",6
"38",3
"39",7
"40",2
"41",1
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",1
"52",1
"53",3
"54",2
"55",1
"56",1
"57",0
"58",1
"59",1
"60",4
"61",0
"62",1
"63",1
"64",1
"65",0
"66",0
"67",1
"68",4
"69",2
"70",3
"71",2
"72",1
"73",2
"74",4
"75",5
"76",2
"77",3
"78",0
"79",0
"80",1
"81",1
"82",2
"83",5
"84",1
"85",0
"86",0
"87",0
"88",1
"89",1
"90",3
"91",4
"92",3
"93",1
"94",5
"95",8
"96",11
"97",1
"98",3
"99",2
"100",11
"101",4
"102",3
"103",0
"104",0
"105",0
"106",0
"107",1
"108",2
"109",1
"110",1
"111",1
"112",4
"113",7
"114",17
"115",11
"116",19
"117",11
"118",14
"119",4
"120",3
"121",9
"122",3
"123",6
"124",6
"125",1
"126",3
"127",2
"128",0
"129",1
"130",0
"131",0
"132",0
"133",2
"134",3
"135",2
"136",8
"137",7
"138",3
"139",5
"140",3
"141",1
"142",0
"143",0
"144",0
"145",0
"146",0
"147",0
"148",1
"149",1
"150",1
"151",0
"152",1
"153",1
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",1
"163",6
"164",2
"165",0
"166",0
"167",0
"168",0
"169",1
"170",1
"171",6
"172",2
"173",1
"174",1
"175",4
"176",3
"177",2
"178",2
"179",0
"180",0
"181",0
"182",0
"183",0
"184",0
"185",0
"186",0
"187",0
"188",0
"189",0
"190",1
"191",1
"192",0
"193",2
"194",1
"195",13
"196",15
"197",0
"198",0
"199",0
"200",3
"201",0
"202",0
"203",0
"204",0
"205",0
"206",0
"207",0
"208",0
"209",0
"210",0
"211",0
