"","x"
"1",0
"2",0
"3",1
"4",0
"5",1
"6",0
"7",1
"8",1
"9",0
"10",0
"11",2
"12",5
"13",6
"14",0
"15",0
"16",0
"17",1
"18",2
"19",4
"20",3
"21",6
"22",0
"23",1
"24",3
"25",3
"26",1
"27",0
"28",0
"29",1
"30",0
"31",0
"32",0
"33",1
"34",1
"35",1
"36",3
"37",3
"38",6
"39",0
"40",0
"41",0
"42",0
"43",0
"44",1
"45",5
"46",0
"47",0
"48",1
"49",2
"50",3
"51",1
"52",3
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",1
"61",3
"62",1
"63",0
"64",1
"65",2
"66",0
"67",0
"68",0
"69",0
"70",1
"71",0
"72",0
"73",0
"74",1
"75",0
"76",0
"77",1
"78",1
"79",0
"80",0
"81",0
"82",0
"83",1
"84",1
"85",4
"86",0
"87",2
"88",5
"89",6
"90",9
"91",5
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",1
"99",2
"100",0
"101",0
"102",0
"103",0
"104",1
"105",2
"106",4
"107",1
"108",3
"109",0
"110",0
"111",0
"112",1
"113",0
"114",0
"115",1
"116",4
"117",13
"118",11
"119",6
"120",0
"121",2
"122",2
"123",0
"124",0
"125",0
"126",1
"127",2
"128",1
"129",0
"130",0
"131",1
"132",2
"133",3
"134",3
"135",2
"136",4
"137",6
"138",3
"139",7
"140",6
"141",4
"142",6
"143",4
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",1
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",1
"166",1
"167",1
"168",1
"169",3
"170",3
"171",2
"172",0
"173",1
"174",1
"175",2
"176",1
"177",1
"178",2
"179",4
"180",1
"181",0
"182",1
"183",2
"184",2
"185",5
"186",3
"187",2
"188",5
"189",8
"190",16
"191",7
"192",6
"193",3
"194",0
"195",2
"196",0
"197",1
"198",5
"199",1
"200",2
"201",2
"202",5
"203",0
"204",1
"205",0
"206",0
"207",0
"208",0
"209",0
"210",0
"211",0
