"","x"
"1",0
"2",0
"3",0
"4",1
"5",0
"6",0
"7",2
"8",0
"9",2
"10",1
"11",1
"12",2
"13",2
"14",1
"15",1
"16",2
"17",0
"18",5
"19",2
"20",0
"21",2
"22",2
"23",1
"24",4
"25",1
"26",3
"27",5
"28",0
"29",6
"30",0
"31",0
"32",2
"33",1
"34",1
"35",3
"36",0
"37",9
"38",1
"39",1
"40",1
"41",0
"42",3
"43",0
"44",1
"45",2
"46",0
"47",5
"48",6
"49",0
"50",4
"51",6
"52",0
"53",6
"54",2
"55",0
"56",5
"57",0
"58",0
"59",3
"60",0
"61",0
"62",1
"63",0
"64",1
"65",1
"66",1
"67",1
"68",1
"69",0
"70",4
"71",4
"72",0
"73",2
"74",1
"75",0
"76",7
"77",1
"78",0
"79",5
"80",1
"81",0
"82",2
"83",1
"84",2
"85",3
"86",0
"87",3
"88",1
"89",1
"90",2
"91",0
"92",0
"93",2
"94",0
"95",0
"96",0
"97",0
"98",1
"99",0
"100",2
"101",1
"102",0
"103",3
"104",2
"105",1
"106",2
"107",1
"108",2
"109",5
"110",1
"111",0
"112",3
"113",0
"114",0
"115",4
"116",0
"117",3
"118",2
"119",0
"120",3
"121",0
"122",1
"123",1
"124",0
"125",2
"126",0
"127",0
"128",3
"129",0
"130",1
"131",0
"132",0
"133",0
"134",1
"135",1
"136",1
"137",1
"138",2
"139",0
"140",2
"141",1
"142",0
"143",2
"144",0
"145",1
"146",0
"147",1
"148",1
"149",0
"150",0
"151",1
"152",1
"153",2
"154",4
"155",3
"156",3
"157",1
"158",5
"159",3
"160",3
"161",4
"162",8
"163",0
"164",5
"165",5
"166",0
"167",8
"168",4
"169",1
"170",1
"171",6
"172",3
"173",1
"174",7
"175",1
"176",1
"177",3
"178",2
"179",1
"180",2
"181",2
"182",1
"183",1
"184",5
"185",2
"186",5
"187",3
"188",1
"189",5
"190",0
"191",4
"192",0
"193",0
"194",3
"195",1
"196",2
"197",2
"198",3
"199",0
"200",2
"201",1
"202",0
"203",1
"204",3
"205",1
"206",6
"207",1
"208",1
"209",1
"210",3
"211",3
