"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",1
"14",0
"15",1
"16",1
"17",0
"18",2
"19",0
"20",2
"21",1
"22",0
"23",2
"24",2
"25",0
"26",4
"27",0
"28",2
"29",5
"30",0
"31",1
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",2
"41",1
"42",0
"43",3
"44",1
"45",1
"46",0
"47",5
"48",0
"49",2
"50",3
"51",2
"52",2
"53",1
"54",0
"55",3
"56",0
"57",1
"58",2
"59",1
"60",0
"61",1
"62",2
"63",0
"64",2
"65",1
"66",0
"67",2
"68",0
"69",0
"70",1
"71",0
"72",0
"73",2
"74",0
"75",1
"76",1
"77",0
"78",2
"79",3
"80",0
"81",4
"82",0
"83",2
"84",3
"85",0
"86",1
"87",1
"88",1
"89",2
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",1
"100",0
"101",1
"102",1
"103",0
"104",2
"105",1
"106",1
"107",4
"108",1
"109",2
"110",3
"111",0
"112",6
"113",1
"114",0
"115",3
"116",0
"117",0
"118",2
"119",0
"120",1
"121",0
"122",1
"123",0
"124",0
"125",2
"126",1
"127",0
"128",2
"129",2
"130",0
"131",3
"132",0
"133",0
"134",1
"135",0
"136",1
"137",0
"138",0
"139",0
"140",0
"141",0
"142",1
"143",0
"144",0
"145",0
"146",0
"147",0
"148",0
"149",0
"150",1
"151",0
"152",0
"153",1
"154",0
"155",2
"156",1
"157",0
"158",4
"159",0
"160",0
"161",1
"162",0
"163",1
"164",1
"165",0
"166",1
"167",1
"168",1
"169",1
"170",4
"171",1
"172",3
"173",3
"174",1
"175",3
"176",1
"177",3
"178",2
"179",2
"180",2
"181",1
"182",2
"183",3
"184",0
"185",3
"186",1
"187",0
"188",3
"189",0
"190",1
"191",2
"192",0
"193",0
"194",2
"195",0
"196",2
"197",1
"198",1
"199",3
"200",2
"201",4
"202",3
"203",2
"204",1
"205",3
"206",1
"207",4
"208",2
"209",5
"210",2
"211",3
