"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",1
"7",1
"8",0
"9",1
"10",1
"11",0
"12",0
"13",0
"14",0
"15",4
"16",1
"17",1
"18",0
"19",0
"20",5
"21",0
"22",0
"23",1
"24",2
"25",3
"26",0
"27",0
"28",0
"29",5
"30",1
"31",0
"32",0
"33",2
"34",3
"35",1
"36",0
"37",2
"38",2
"39",3
"40",2
"41",1
"42",0
"43",3
"44",2
"45",3
"46",0
"47",0
"48",2
"49",3
"50",1
"51",0
"52",2
"53",1
"54",6
"55",2
"56",2
"57",2
"58",3
"59",5
"60",2
"61",3
"62",3
"63",2
"64",3
"65",6
"66",2
"67",2
"68",4
"69",3
"70",3
"71",3
"72",4
"73",6
"74",3
"75",2
"76",2
"77",5
"78",5
"79",1
"80",1
"81",3
"82",3
"83",6
"84",0
"85",1
"86",4
"87",8
"88",2
"89",0
"90",4
"91",3
"92",7
"93",1
"94",1
"95",4
"96",4
"97",1
"98",1
"99",1
"100",6
"101",5
"102",2
"103",2
"104",1
"105",5
"106",2
"107",2
"108",5
"109",1
"110",3
"111",4
"112",2
"113",1
"114",3
"115",4
"116",2
"117",2
"118",1
"119",4
"120",2
"121",1
"122",2
"123",2
"124",8
"125",1
"126",3
"127",4
"128",3
"129",3
"130",1
"131",5
"132",2
"133",3
"134",1
"135",4
"136",2
"137",1
"138",3
"139",0
"140",2
"141",3
"142",1
"143",1
"144",0
"145",1
"146",1
"147",1
"148",1
"149",0
"150",1
"151",1
"152",4
"153",3
"154",0
"155",1
"156",3
"157",6
"158",2
"159",0
"160",1
"161",4
"162",4
"163",1
"164",0
"165",2
"166",5
"167",3
"168",2
"169",0
"170",1
"171",2
"172",3
"173",1
"174",0
"175",0
"176",6
"177",2
"178",3
"179",1
"180",0
"181",3
"182",1
"183",5
"184",1
"185",2
"186",0
"187",1
"188",2
"189",2
"190",1
"191",0
"192",0
"193",2
"194",0
"195",1
"196",0
"197",0
"198",2
"199",1
"200",1
"201",0
"202",3
"203",2
"204",4
"205",0
"206",0
"207",3
"208",4
"209",4
"210",0
"211",1
