"","x"
"1",0
"2",0
"3",0
"4",0
"5",1
"6",0
"7",1
"8",0
"9",0
"10",1
"11",1
"12",0
"13",1
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",1
"23",2
"24",0
"25",5
"26",1
"27",1
"28",3
"29",1
"30",1
"31",2
"32",1
"33",4
"34",1
"35",5
"36",1
"37",0
"38",11
"39",0
"40",1
"41",0
"42",0
"43",1
"44",0
"45",1
"46",1
"47",0
"48",2
"49",0
"50",1
"51",0
"52",0
"53",0
"54",0
"55",0
"56",1
"57",0
"58",1
"59",1
"60",2
"61",1
"62",0
"63",1
"64",0
"65",0
"66",1
"67",0
"68",1
"69",1
"70",1
"71",4
"72",4
"73",2
"74",1
"75",3
"76",3
"77",2
"78",1
"79",6
"80",5
"81",0
"82",12
"83",1
"84",0
"85",4
"86",4
"87",0
"88",2
"89",2
"90",0
"91",2
"92",5
"93",0
"94",1
"95",3
"96",0
"97",1
"98",4
"99",3
"100",4
"101",2
"102",6
"103",1
"104",8
"105",0
"106",2
"107",0
"108",0
"109",2
"110",0
"111",3
"112",2
"113",0
"114",6
"115",2
"116",1
"117",2
"118",3
"119",0
"120",2
"121",1
"122",1
"123",0
"124",0
"125",0
"126",0
"127",0
"128",1
"129",0
"130",0
"131",1
"132",0
"133",0
"134",0
"135",1
"136",2
"137",1
"138",0
"139",2
"140",0
"141",0
"142",3
"143",0
"144",1
"145",1
"146",0
"147",0
"148",1
"149",0
"150",1
"151",0
"152",0
"153",4
"154",1
"155",1
"156",8
"157",1
"158",3
"159",1
"160",0
"161",1
"162",1
"163",0
"164",1
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",1
"172",0
"173",0
"174",0
"175",1
"176",0
"177",1
"178",0
"179",0
"180",1
"181",0
"182",0
"183",1
"184",1
"185",0
"186",7
"187",4
"188",3
"189",4
"190",0
"191",0
"192",3
"193",0
"194",0
"195",0
"196",0
"197",0
"198",0
"199",1
"200",0
"201",2
"202",0
"203",0
"204",2
"205",0
"206",1
"207",1
"208",0
"209",14
"210",0
"211",2
