"","x"
"1",0
"2",0
"3",0
"4",0
"5",1
"6",0
"7",1
"8",1
"9",1
"10",6
"11",1
"12",4
"13",1
"14",1
"15",4
"16",2
"17",1
"18",5
"19",4
"20",3
"21",5
"22",2
"23",4
"24",5
"25",3
"26",4
"27",1
"28",4
"29",4
"30",5
"31",2
"32",6
"33",0
"34",2
"35",3
"36",0
"37",6
"38",3
"39",0
"40",9
"41",0
"42",1
"43",2
"44",1
"45",4
"46",1
"47",3
"48",1
"49",1
"50",1
"51",1
"52",2
"53",1
"54",1
"55",3
"56",2
"57",2
"58",1
"59",3
"60",1
"61",3
"62",2
"63",0
"64",4
"65",1
"66",1
"67",2
"68",4
"69",1
"70",4
"71",3
"72",2
"73",3
"74",2
"75",3
"76",6
"77",0
"78",11
"79",2
"80",0
"81",7
"82",0
"83",2
"84",1
"85",1
"86",2
"87",1
"88",3
"89",0
"90",2
"91",0
"92",1
"93",1
"94",1
"95",4
"96",1
"97",2
"98",3
"99",4
"100",1
"101",3
"102",1
"103",2
"104",5
"105",1
"106",5
"107",1
"108",5
"109",3
"110",7
"111",1
"112",4
"113",1
"114",2
"115",6
"116",3
"117",3
"118",4
"119",3
"120",2
"121",4
"122",3
"123",4
"124",5
"125",9
"126",4
"127",5
"128",5
"129",1
"130",4
"131",8
"132",2
"133",5
"134",2
"135",2
"136",5
"137",1
"138",4
"139",1
"140",1
"141",1
"142",2
"143",0
"144",1
"145",1
"146",0
"147",1
"148",0
"149",3
"150",3
"151",0
"152",7
"153",0
"154",0
"155",2
"156",0
"157",1
"158",2
"159",2
"160",1
"161",2
"162",3
"163",2
"164",4
"165",2
"166",4
"167",0
"168",4
"169",0
"170",0
"171",1
"172",0
"173",0
"174",0
"175",0
"176",1
"177",0
"178",1
"179",0
"180",0
"181",2
"182",0
"183",2
"184",0
"185",0
"186",2
"187",0
"188",0
"189",1
"190",0
"191",1
"192",3
"193",0
"194",3
"195",1
"196",0
"197",3
"198",2
"199",0
"200",6
"201",0
"202",1
"203",1
"204",1
"205",1
"206",1
"207",2
"208",1
"209",1
"210",3
"211",1
