"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",1
"10",0
"11",1
"12",0
"13",1
"14",1
"15",0
"16",3
"17",0
"18",1
"19",0
"20",2
"21",1
"22",0
"23",2
"24",1
"25",0
"26",4
"27",3
"28",0
"29",3
"30",1
"31",3
"32",2
"33",0
"34",3
"35",1
"36",0
"37",1
"38",1
"39",1
"40",2
"41",3
"42",2
"43",2
"44",3
"45",3
"46",4
"47",2
"48",7
"49",7
"50",3
"51",5
"52",5
"53",4
"54",3
"55",6
"56",4
"57",4
"58",4
"59",3
"60",6
"61",0
"62",7
"63",2
"64",0
"65",3
"66",1
"67",0
"68",1
"69",1
"70",0
"71",1
"72",0
"73",0
"74",2
"75",0
"76",1
"77",4
"78",1
"79",3
"80",2
"81",2
"82",1
"83",2
"84",3
"85",1
"86",2
"87",4
"88",3
"89",4
"90",4
"91",3
"92",2
"93",1
"94",6
"95",2
"96",1
"97",8
"98",0
"99",2
"100",4
"101",0
"102",2
"103",1
"104",1
"105",1
"106",2
"107",0
"108",4
"109",0
"110",1
"111",1
"112",0
"113",0
"114",1
"115",0
"116",1
"117",1
"118",0
"119",2
"120",0
"121",0
"122",3
"123",0
"124",0
"125",4
"126",0
"127",1
"128",1
"129",2
"130",1
"131",3
"132",1
"133",5
"134",2
"135",2
"136",3
"137",4
"138",4
"139",3
"140",3
"141",1
"142",1
"143",2
"144",1
"145",3
"146",1
"147",2
"148",4
"149",0
"150",5
"151",3
"152",0
"153",2
"154",3
"155",2
"156",4
"157",3
"158",3
"159",3
"160",1
"161",3
"162",2
"163",2
"164",3
"165",2
"166",1
"167",4
"168",1
"169",5
"170",1
"171",2
"172",2
"173",2
"174",4
"175",1
"176",2
"177",2
"178",1
"179",4
"180",4
"181",1
"182",3
"183",0
"184",1
"185",3
"186",1
"187",0
"188",3
"189",0
"190",3
"191",0
"192",2
"193",1
"194",0
"195",1
"196",1
"197",1
"198",1
"199",2
"200",0
"201",1
"202",0
"203",3
"204",1
"205",0
"206",4
"207",1
"208",2
"209",2
"210",1
"211",5
