"","x"
"1",0
"2",0
"3",0
"4",1
"5",0
"6",2
"7",2
"8",0
"9",1
"10",1
"11",0
"12",3
"13",0
"14",2
"15",3
"16",0
"17",0
"18",2
"19",0
"20",2
"21",3
"22",1
"23",1
"24",3
"25",6
"26",1
"27",1
"28",3
"29",1
"30",5
"31",9
"32",5
"33",0
"34",5
"35",1
"36",0
"37",1
"38",0
"39",0
"40",0
"41",1
"42",0
"43",0
"44",1
"45",0
"46",1
"47",2
"48",0
"49",3
"50",0
"51",0
"52",5
"53",0
"54",1
"55",1
"56",0
"57",8
"58",1
"59",0
"60",3
"61",0
"62",0
"63",0
"64",0
"65",1
"66",0
"67",0
"68",0
"69",0
"70",1
"71",1
"72",0
"73",0
"74",4
"75",0
"76",1
"77",3
"78",0
"79",2
"80",2
"81",1
"82",2
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",2
"90",0
"91",2
"92",1
"93",1
"94",0
"95",3
"96",0
"97",0
"98",0
"99",1
"100",0
"101",2
"102",1
"103",2
"104",1
"105",2
"106",1
"107",0
"108",0
"109",2
"110",0
"111",0
"112",0
"113",0
"114",0
"115",1
"116",0
"117",1
"118",0
"119",0
"120",1
"121",0
"122",0
"123",0
"124",0
"125",1
"126",0
"127",0
"128",0
"129",0
"130",0
"131",2
"132",1
"133",0
"134",2
"135",0
"136",0
"137",1
"138",0
"139",0
"140",1
"141",0
"142",2
"143",0
"144",0
"145",0
"146",0
"147",0
"148",1
"149",1
"150",0
"151",4
"152",0
"153",1
"154",1
"155",0
"156",0
"157",1
"158",1
"159",0
"160",2
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",1
"168",0
"169",0
"170",0
"171",0
"172",0
"173",1
"174",0
"175",0
"176",0
"177",0
"178",0
"179",0
"180",1
"181",0
"182",1
"183",0
"184",2
"185",0
"186",0
"187",1
"188",1
"189",0
"190",2
"191",3
"192",1
"193",4
"194",2
"195",0
"196",4
"197",1
"198",0
"199",3
"200",0
"201",0
"202",1
"203",0
"204",1
"205",0
"206",0
"207",0
"208",0
"209",0
"210",0
"211",0
