"","x"
"1",0
"2",0
"3",0
"4",1
"5",1
"6",1
"7",0
"8",1
"9",1
"10",0
"11",0
"12",2
"13",4
"14",3
"15",7
"16",5
"17",3
"18",2
"19",3
"20",2
"21",2
"22",4
"23",6
"24",4
"25",2
"26",3
"27",6
"28",7
"29",7
"30",7
"31",5
"32",8
"33",7
"34",6
"35",6
"36",7
"37",3
"38",1
"39",0
"40",2
"41",1
"42",5
"43",1
"44",2
"45",3
"46",4
"47",1
"48",2
"49",4
"50",2
"51",3
"52",5
"53",1
"54",0
"55",0
"56",0
"57",1
"58",1
"59",0
"60",0
"61",1
"62",1
"63",2
"64",2
"65",1
"66",1
"67",1
"68",4
"69",4
"70",5
"71",3
"72",7
"73",5
"74",3
"75",1
"76",8
"77",6
"78",5
"79",4
"80",3
"81",1
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",1
"89",1
"90",0
"91",0
"92",0
"93",1
"94",0
"95",2
"96",1
"97",3
"98",2
"99",5
"100",2
"101",1
"102",1
"103",3
"104",2
"105",2
"106",4
"107",4
"108",2
"109",4
"110",3
"111",3
"112",1
"113",3
"114",4
"115",7
"116",7
"117",7
"118",6
"119",3
"120",4
"121",2
"122",1
"123",1
"124",0
"125",0
"126",1
"127",1
"128",8
"129",8
"130",4
"131",3
"132",9
"133",4
"134",2
"135",0
"136",1
"137",0
"138",0
"139",0
"140",2
"141",3
"142",2
"143",5
"144",5
"145",4
"146",6
"147",10
"148",2
"149",3
"150",4
"151",3
"152",3
"153",3
"154",5
"155",0
"156",1
"157",3
"158",4
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",1
"169",1
"170",1
"171",0
"172",0
"173",1
"174",3
"175",1
"176",4
"177",4
"178",4
"179",5
"180",4
"181",2
"182",4
"183",5
"184",2
"185",1
"186",1
"187",1
"188",2
"189",4
"190",2
"191",3
"192",1
"193",1
"194",1
"195",3
"196",3
"197",3
"198",2
"199",2
"200",2
"201",1
"202",3
"203",3
"204",2
"205",2
"206",0
"207",0
"208",0
"209",0
"210",0
"211",0
