"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",2
"7",14
"8",13
"9",14
"10",42
"11",75
"12",78
"13",116
"14",133
"15",176
"16",176
"17",107
"18",70
"19",32
"20",35
"21",37
"22",21
"23",36
"24",17
"25",10
"26",4
"27",3
"28",3
"29",5
"30",6
"31",14
"32",39
"33",45
"34",38
"35",62
"36",44
"37",24
"38",21
"39",18
"40",27
"41",18
"42",11
"43",16
"44",11
"45",24
"46",21
"47",38
"48",24
"49",36
"50",32
"51",27
"52",32
"53",53
"54",40
"55",107
"56",121
"57",75
"58",64
"59",141
"60",123
"61",48
"62",42
"63",84
"64",144
"65",76
"66",70
"67",128
"68",142
"69",107
"70",41
"71",43
"72",59
"73",57
"74",23
"75",17
"76",10
"77",13
"78",13
"79",29
"80",41
"81",19
"82",10
"83",5
"84",3
"85",1
"86",3
"87",4
"88",11
"89",9
"90",19
"91",15
"92",22
"93",15
"94",14
"95",18
"96",4
"97",3
"98",10
"99",12
"100",22
"101",30
"102",59
"103",105
"104",120
"105",44
"106",16
"107",17
"108",40
"109",67
"110",50
"111",72
"112",65
"113",56
"114",55
"115",53
"116",47
"117",44
"118",41
"119",42
"120",80
"121",59
"122",75
"123",45
"124",25
"125",28
"126",36
"127",21
"128",15
"129",17
"130",9
"131",20
"132",10
"133",14
"134",16
"135",30
"136",19
"137",40
"138",43
"139",18
"140",19
"141",17
"142",16
"143",41
"144",49
"145",76
"146",50
"147",31
"148",10
"149",17
"150",14
"151",9
"152",13
"153",13
"154",33
"155",50
"156",54
"157",66
"158",56
"159",31
"160",81
"161",145
"162",75
"163",33
"164",32
"165",41
"166",31
"167",24
"168",27
"169",52
"170",90
"171",132
"172",97
"173",78
"174",199
"175",117
"176",139
"177",283
"178",329
"179",198
"180",60
"181",61
"182",22
"183",11
"184",3
"185",6
"186",11
"187",14
"188",11
"189",10
"190",13
"191",10
"192",8
"193",17
"194",12
"195",7
"196",4
"197",3
"198",8
"199",10
"200",7
"201",9
"202",13
"203",9
"204",11
"205",13
"206",20
"207",46
"208",52
"209",31
"210",25
"211",44
