"","x"
"1",0
"2",0
"3",0
"4",2
"5",0
"6",0
"7",10
"8",0
"9",1
"10",58
"11",1
"12",80
"13",26
"14",9
"15",124
"16",0
"17",49
"18",3
"19",1
"20",48
"21",2
"22",3
"23",61
"24",4
"25",10
"26",61
"27",4
"28",3
"29",10
"30",1
"31",8
"32",3
"33",5
"34",0
"35",15
"36",4
"37",2
"38",19
"39",6
"40",8
"41",3
"42",4
"43",2
"44",1
"45",14
"46",1
"47",11
"48",7
"49",4
"50",13
"51",4
"52",7
"53",39
"54",10
"55",67
"56",36
"57",16
"58",182
"59",19
"60",24
"61",64
"62",32
"63",125
"64",26
"65",22
"66",12
"67",2
"68",11
"69",20
"70",14
"71",17
"72",86
"73",4
"74",17
"75",40
"76",3
"77",24
"78",11
"79",17
"80",21
"81",7
"82",12
"83",5
"84",15
"85",14
"86",28
"87",6
"88",3
"89",2
"90",7
"91",1
"92",3
"93",11
"94",1
"95",1
"96",5
"97",0
"98",9
"99",1
"100",1
"101",26
"102",1
"103",23
"104",8
"105",7
"106",3
"107",1
"108",15
"109",26
"110",28
"111",29
"112",6
"113",110
"114",86
"115",19
"116",136
"117",157
"118",21
"119",451
"120",40
"121",34
"122",58
"123",11
"124",43
"125",27
"126",32
"127",13
"128",21
"129",21
"130",28
"131",15
"132",17
"133",23
"134",7
"135",29
"136",6
"137",18
"138",12
"139",2
"140",18
"141",2
"142",4
"143",32
"144",3
"145",10
"146",23
"147",0
"148",12
"149",14
"150",4
"151",20
"152",20
"153",23
"154",31
"155",15
"156",11
"157",47
"158",6
"159",18
"160",37
"161",69
"162",64
"163",17
"164",61
"165",28
"166",36
"167",61
"168",9
"169",32
"170",66
"171",12
"172",60
"173",127
"174",6
"175",163
"176",119
"177",58
"178",30
"179",115
"180",29
"181",68
"182",111
"183",40
"184",30
"185",73
"186",5
"187",35
"188",17
"189",10
"190",45
"191",12
"192",9
"193",12
"194",14
"195",7
"196",10
"197",8
"198",10
"199",15
"200",2
"201",4
"202",1
"203",2
"204",10
"205",7
"206",12
"207",61
"208",1
"209",30
"210",5
"211",8
