"","x"
"1",0
"2",0
"3",0
"4",0
"5",3
"6",15
"7",22
"8",2
"9",5
"10",27
"11",67
"12",87
"13",252
"14",36
"15",78
"16",68
"17",81
"18",43
"19",5
"20",11
"21",20
"22",8
"23",5
"24",2
"25",6
"26",2
"27",3
"28",6
"29",7
"30",4
"31",16
"32",6
"33",20
"34",19
"35",33
"36",8
"37",3
"38",6
"39",5
"40",2
"41",10
"42",2
"43",11
"44",3
"45",17
"46",46
"47",33
"48",37
"49",153
"50",70
"51",35
"52",24
"53",37
"54",2
"55",21
"56",23
"57",6
"58",17
"59",107
"60",46
"61",78
"62",53
"63",91
"64",106
"65",48
"66",17
"67",84
"68",178
"69",111
"70",35
"71",2
"72",3
"73",0
"74",0
"75",1
"76",4
"77",3
"78",0
"79",1
"80",4
"81",18
"82",6
"83",6
"84",1
"85",2
"86",2
"87",0
"88",1
"89",5
"90",14
"91",12
"92",17
"93",5
"94",9
"95",4
"96",4
"97",1
"98",1
"99",4
"100",3
"101",18
"102",56
"103",109
"104",49
"105",20
"106",23
"107",7
"108",39
"109",45
"110",17
"111",30
"112",29
"113",75
"114",59
"115",36
"116",86
"117",114
"118",12
"119",2
"120",17
"121",2
"122",3
"123",3
"124",4
"125",7
"126",7
"127",5
"128",14
"129",1
"130",5
"131",15
"132",16
"133",13
"134",24
"135",39
"136",15
"137",61
"138",32
"139",0
"140",2
"141",6
"142",2
"143",3
"144",12
"145",106
"146",39
"147",5
"148",0
"149",0
"150",0
"151",0
"152",0
"153",4
"154",6
"155",45
"156",289
"157",56
"158",61
"159",12
"160",90
"161",97
"162",172
"163",73
"164",155
"165",185
"166",83
"167",9
"168",10
"169",21
"170",24
"171",100
"172",55
"173",115
"174",436
"175",18
"176",8
"177",23
"178",2
"179",21
"180",10
"181",3
"182",1
"183",4
"184",0
"185",1
"186",2
"187",3
"188",1
"189",1
"190",0
"191",3
"192",3
"193",9
"194",2
"195",4
"196",3
"197",1
"198",1
"199",6
"200",1
"201",2
"202",0
"203",0
"204",0
"205",3
"206",6
"207",35
"208",22
"209",5
"210",18
"211",27
