"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",2
"8",2
"9",1
"10",1
"11",6
"12",16
"13",15
"14",6
"15",14
"16",26
"17",45
"18",34
"19",12
"20",42
"21",23
"22",34
"23",33
"24",16
"25",13
"26",24
"27",11
"28",15
"29",10
"30",9
"31",26
"32",12
"33",17
"34",9
"35",19
"36",20
"37",12
"38",15
"39",8
"40",19
"41",14
"42",11
"43",23
"44",12
"45",24
"46",16
"47",33
"48",22
"49",42
"50",22
"51",20
"52",28
"53",44
"54",62
"55",62
"56",57
"57",45
"58",64
"59",145
"60",70
"61",103
"62",85
"63",152
"64",255
"65",117
"66",156
"67",204
"68",169
"69",177
"70",56
"71",118
"72",199
"73",94
"74",90
"75",54
"76",33
"77",78
"78",30
"79",75
"80",45
"81",12
"82",17
"83",10
"84",40
"85",16
"86",13
"87",8
"88",5
"89",8
"90",7
"91",11
"92",9
"93",5
"94",2
"95",5
"96",6
"97",14
"98",16
"99",3
"100",11
"101",15
"102",17
"103",61
"104",26
"105",19
"106",28
"107",23
"108",75
"109",36
"110",42
"111",107
"112",102
"113",69
"114",64
"115",164
"116",84
"117",120
"118",97
"119",148
"120",330
"121",116
"122",92
"123",65
"124",79
"125",240
"126",102
"127",32
"128",29
"129",55
"130",44
"131",76
"132",9
"133",35
"134",26
"135",46
"136",14
"137",25
"138",31
"139",13
"140",25
"141",13
"142",17
"143",35
"144",10
"145",28
"146",11
"147",27
"148",15
"149",38
"150",22
"151",28
"152",24
"153",30
"154",43
"155",31
"156",59
"157",34
"158",29
"159",38
"160",90
"161",70
"162",52
"163",44
"164",62
"165",220
"166",88
"167",94
"168",63
"169",140
"170",205
"171",215
"172",94
"173",87
"174",410
"175",256
"176",300
"177",173
"178",182
"179",162
"180",71
"181",215
"182",97
"183",101
"184",28
"185",51
"186",51
"187",32
"188",31
"189",14
"190",18
"191",18
"192",25
"193",18
"194",7
"195",16
"196",17
"197",5
"198",8
"199",5
"200",10
"201",13
"202",5
"203",10
"204",7
"205",11
"206",6
"207",12
"208",18
"209",19
"210",29
"211",20
