"","x"
"1",0
"2",1
"3",1
"4",4
"5",31
"6",49
"7",108
"8",20
"9",12
"10",2
"11",19
"12",23
"13",37
"14",54
"15",178
"16",67
"17",62
"18",122
"19",16
"20",10
"21",23
"22",48
"23",161
"24",82
"25",16
"26",1
"27",1
"28",3
"29",13
"30",10
"31",49
"32",196
"33",17
"34",23
"35",12
"36",16
"37",10
"38",13
"39",3
"40",4
"41",3
"42",11
"43",9
"44",17
"45",12
"46",8
"47",4
"48",1
"49",0
"50",0
"51",1
"52",7
"53",7
"54",12
"55",120
"56",118
"57",127
"58",33
"59",14
"60",17
"61",26
"62",37
"63",2
"64",3
"65",5
"66",1
"67",32
"68",78
"69",55
"70",5
"71",11
"72",25
"73",18
"74",8
"75",7
"76",11
"77",9
"78",1
"79",10
"80",28
"81",15
"82",12
"83",21
"84",26
"85",41
"86",23
"87",3
"88",7
"89",1
"90",4
"91",7
"92",33
"93",3
"94",2
"95",3
"96",3
"97",9
"98",6
"99",4
"100",6
"101",6
"102",15
"103",55
"104",34
"105",29
"106",17
"107",20
"108",35
"109",179
"110",124
"111",278
"112",16
"113",34
"114",11
"115",32
"116",20
"117",48
"118",32
"119",4
"120",7
"121",28
"122",26
"123",24
"124",2
"125",3
"126",1
"127",2
"128",2
"129",5
"130",7
"131",10
"132",11
"133",1
"134",1
"135",1
"136",5
"137",15
"138",30
"139",27
"140",21
"141",7
"142",8
"143",25
"144",16
"145",82
"146",6
"147",7
"148",2
"149",8
"150",13
"151",6
"152",8
"153",8
"154",17
"155",21
"156",15
"157",9
"158",15
"159",9
"160",2
"161",20
"162",19
"163",21
"164",6
"165",11
"166",35
"167",19
"168",22
"169",18
"170",50
"171",89
"172",18
"173",41
"174",44
"175",5
"176",25
"177",134
"178",38
"179",62
"180",49
"181",27
"182",0
"183",5
"184",2
"185",1
"186",4
"187",3
"188",10
"189",1
"190",0
"191",1
"192",4
"193",5
"194",8
"195",4
"196",29
"197",39
"198",18
"199",5
"200",6
"201",2
"202",4
"203",0
"204",1
"205",1
"206",6
"207",24
"208",77
"209",62
"210",68
"211",103
