"","x"
"1",0
"2",0
"3",0
"4",2
"5",0
"6",5
"7",9
"8",1
"9",22
"10",29
"11",25
"12",68
"13",56
"14",72
"15",95
"16",64
"17",63
"18",58
"19",39
"20",72
"21",36
"22",23
"23",60
"24",21
"25",21
"26",47
"27",7
"28",18
"29",13
"30",8
"31",43
"32",22
"33",21
"34",19
"35",26
"36",24
"37",19
"38",24
"39",22
"40",13
"41",13
"42",19
"43",23
"44",15
"45",28
"46",23
"47",25
"48",35
"49",32
"50",27
"51",20
"52",41
"53",41
"54",46
"55",129
"56",98
"57",67
"58",114
"59",73
"60",75
"61",97
"62",107
"63",152
"64",219
"65",100
"66",127
"67",186
"68",78
"69",121
"70",85
"71",137
"72",71
"73",43
"74",27
"75",56
"76",13
"77",23
"78",16
"79",26
"80",14
"81",12
"82",12
"83",6
"84",20
"85",6
"86",7
"87",10
"88",9
"89",6
"90",9
"91",13
"92",11
"93",7
"94",11
"95",4
"96",7
"97",10
"98",18
"99",10
"100",12
"101",20
"102",14
"103",19
"104",22
"105",21
"106",9
"107",12
"108",34
"109",85
"110",53
"111",83
"112",77
"113",38
"114",106
"115",108
"116",51
"117",81
"118",93
"119",113
"120",160
"121",59
"122",83
"123",55
"124",27
"125",91
"126",30
"127",12
"128",43
"129",19
"130",9
"131",57
"132",5
"133",19
"134",17
"135",17
"136",17
"137",31
"138",15
"139",14
"140",15
"141",13
"142",8
"143",43
"144",7
"145",28
"146",14
"147",27
"148",13
"149",22
"150",13
"151",16
"152",28
"153",26
"154",27
"155",39
"156",20
"157",47
"158",19
"159",46
"160",35
"161",61
"162",21
"163",51
"164",41
"165",74
"166",65
"167",50
"168",65
"169",121
"170",74
"171",146
"172",108
"173",75
"174",241
"175",80
"176",191
"177",236
"178",69
"179",104
"180",39
"181",94
"182",44
"183",18
"184",20
"185",23
"186",16
"187",17
"188",25
"189",15
"190",21
"191",5
"192",16
"193",24
"194",8
"195",4
"196",16
"197",5
"198",15
"199",3
"200",5
"201",20
"202",7
"203",12
"204",17
"205",9
"206",29
"207",25
"208",8
"209",25
"210",16
"211",11
