"","x"
"1",0
"2",0
"3",1
"4",1
"5",6
"6",36
"7",51
"8",37
"9",78
"10",144
"11",11
"12",29
"13",99
"14",240
"15",979
"16",40
"17",31
"18",34
"19",14
"20",12
"21",7
"22",22
"23",23
"24",16
"25",2
"26",1
"27",3
"28",3
"29",3
"30",7
"31",35
"32",98
"33",103
"34",111
"35",47
"36",35
"37",26
"38",9
"39",9
"40",10
"41",46
"42",14
"43",6
"44",4
"45",11
"46",15
"47",55
"48",2
"49",6
"50",1
"51",0
"52",2
"53",7
"54",35
"55",42
"56",22
"57",17
"58",2
"59",30
"60",11
"61",6
"62",18
"63",38
"64",6
"65",20
"66",32
"67",137
"68",252
"69",71
"70",27
"71",47
"72",8
"73",26
"74",23
"75",66
"76",24
"77",50
"78",51
"79",46
"80",15
"81",12
"82",3
"83",1
"84",1
"85",0
"86",0
"87",0
"88",1
"89",1
"90",9
"91",22
"92",14
"93",11
"94",7
"95",2
"96",2
"97",5
"98",14
"99",18
"100",22
"101",20
"102",52
"103",114
"104",69
"105",24
"106",1
"107",7
"108",17
"109",32
"110",4
"111",17
"112",73
"113",48
"114",69
"115",49
"116",59
"117",40
"118",56
"119",2
"120",60
"121",68
"122",39
"123",13
"124",2
"125",5
"126",1
"127",1
"128",0
"129",0
"130",0
"131",0
"132",0
"133",0
"134",0
"135",2
"136",0
"137",4
"138",1
"139",2
"140",6
"141",3
"142",8
"143",76
"144",138
"145",113
"146",19
"147",15
"148",19
"149",11
"150",1
"151",2
"152",14
"153",18
"154",33
"155",75
"156",166
"157",108
"158",47
"159",22
"160",17
"161",127
"162",20
"163",26
"164",26
"165",20
"166",3
"167",4
"168",3
"169",13
"170",29
"171",12
"172",12
"173",24
"174",77
"175",36
"176",5
"177",34
"178",54
"179",53
"180",8
"181",26
"182",5
"183",12
"184",6
"185",2
"186",0
"187",1
"188",0
"189",3
"190",11
"191",3
"192",6
"193",7
"194",8
"195",11
"196",24
"197",6
"198",6
"199",5
"200",6
"201",4
"202",25
"203",3
"204",5
"205",5
"206",16
"207",54
"208",24
"209",32
"210",6
"211",17
