"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",1
"7",2
"8",0
"9",0
"10",5
"11",28
"12",1
"13",3
"14",14
"15",101
"16",8
"17",27
"18",9
"19",64
"20",47
"21",4
"22",25
"23",13
"24",77
"25",3
"26",6
"27",8
"28",18
"29",11
"30",2
"31",18
"32",41
"33",5
"34",3
"35",25
"36",15
"37",12
"38",3
"39",12
"40",1
"41",15
"42",10
"43",19
"44",0
"45",1
"46",14
"47",16
"48",2
"49",5
"50",9
"51",16
"52",3
"53",12
"54",10
"55",95
"56",21
"57",21
"58",9
"59",159
"60",216
"61",50
"62",23
"63",97
"64",331
"65",79
"66",223
"67",123
"68",23
"69",117
"70",67
"71",93
"72",200
"73",46
"74",67
"75",40
"76",29
"77",94
"78",0
"79",41
"80",43
"81",39
"82",1
"83",0
"84",24
"85",10
"86",0
"87",0
"88",1
"89",3
"90",0
"91",0
"92",1
"93",4
"94",1
"95",0
"96",0
"97",2
"98",11
"99",1
"100",0
"101",1
"102",50
"103",28
"104",7
"105",5
"106",10
"107",13
"108",61
"109",20
"110",51
"111",18
"112",124
"113",8
"114",27
"115",56
"116",80
"117",105
"118",105
"119",50
"120",319
"121",125
"122",269
"123",70
"124",31
"125",131
"126",127
"127",57
"128",22
"129",63
"130",28
"131",57
"132",16
"133",36
"134",34
"135",17
"136",4
"137",38
"138",51
"139",12
"140",6
"141",6
"142",7
"143",52
"144",3
"145",8
"146",0
"147",19
"148",13
"149",48
"150",12
"151",1
"152",37
"153",10
"154",62
"155",17
"156",15
"157",73
"158",1
"159",48
"160",9
"161",118
"162",7
"163",33
"164",20
"165",97
"166",96
"167",60
"168",48
"169",49
"170",97
"171",117
"172",35
"173",13
"174",53
"175",160
"176",191
"177",84
"178",48
"179",128
"180",81
"181",177
"182",15
"183",32
"184",6
"185",86
"186",6
"187",9
"188",3
"189",5
"190",5
"191",9
"192",9
"193",21
"194",10
"195",8
"196",22
"197",16
"198",8
"199",20
"200",2
"201",5
"202",7
"203",7
"204",22
"205",1
"206",8
"207",4
"208",58
"209",7
"210",9
"211",51
