"","x"
"1",0
"2",0
"3",0
"4",3
"5",5
"6",1
"7",2
"8",5
"9",5
"10",1
"11",20
"12",17
"13",14
"14",47
"15",40
"16",5
"17",49
"18",8
"19",13
"20",100
"21",18
"22",30
"23",31
"24",7
"25",57
"26",7
"27",4
"28",36
"29",2
"30",7
"31",79
"32",6
"33",16
"34",26
"35",11
"36",50
"37",8
"38",8
"39",19
"40",17
"41",6
"42",74
"43",13
"44",8
"45",25
"46",10
"47",49
"48",19
"49",37
"50",116
"51",24
"52",53
"53",43
"54",7
"55",75
"56",25
"57",33
"58",36
"59",15
"60",46
"61",208
"62",21
"63",106
"64",418
"65",36
"66",91
"67",236
"68",47
"69",11
"70",124
"71",13
"72",27
"73",6
"74",7
"75",8
"76",11
"77",3
"78",8
"79",6
"80",0
"81",9
"82",8
"83",1
"84",5
"85",3
"86",4
"87",0
"88",3
"89",1
"90",0
"91",5
"92",3
"93",4
"94",8
"95",3
"96",0
"97",33
"98",0
"99",3
"100",2
"101",1
"102",11
"103",1
"104",5
"105",9
"106",1
"107",16
"108",14
"109",50
"110",64
"111",18
"112",12
"113",42
"114",79
"115",11
"116",97
"117",5
"118",19
"119",196
"120",24
"121",54
"122",24
"123",29
"124",69
"125",25
"126",21
"127",9
"128",0
"129",19
"130",4
"131",9
"132",14
"133",15
"134",13
"135",72
"136",1
"137",21
"138",6
"139",3
"140",20
"141",4
"142",3
"143",45
"144",1
"145",23
"146",14
"147",5
"148",6
"149",88
"150",2
"151",15
"152",25
"153",10
"154",11
"155",29
"156",39
"157",16
"158",26
"159",9
"160",11
"161",25
"162",6
"163",30
"164",30
"165",8
"166",29
"167",16
"168",16
"169",145
"170",25
"171",269
"172",81
"173",11
"174",171
"175",113
"176",38
"177",98
"178",169
"179",77
"180",24
"181",48
"182",18
"183",19
"184",25
"185",13
"186",9
"187",4
"188",18
"189",2
"190",10
"191",0
"192",4
"193",6
"194",0
"195",6
"196",3
"197",0
"198",35
"199",0
"200",2
"201",1
"202",0
"203",11
"204",0
"205",1
"206",10
"207",1
"208",5
"209",21
"210",6
"211",6
