"","x"
"1",0
"2",0
"3",0
"4",1
"5",4
"6",6
"7",20
"8",16
"9",5
"10",13
"11",5
"12",11
"13",25
"14",78
"15",166
"16",223
"17",88
"18",20
"19",2
"20",4
"21",20
"22",13
"23",14
"24",11
"25",6
"26",9
"27",2
"28",0
"29",0
"30",1
"31",2
"32",24
"33",67
"34",8
"35",8
"36",41
"37",19
"38",18
"39",21
"40",102
"41",32
"42",7
"43",3
"44",2
"45",13
"46",9
"47",9
"48",3
"49",5
"50",3
"51",5
"52",20
"53",38
"54",12
"55",111
"56",90
"57",5
"58",9
"59",125
"60",194
"61",60
"62",13
"63",53
"64",51
"65",64
"66",66
"67",104
"68",145
"69",163
"70",96
"71",55
"72",35
"73",11
"74",8
"75",14
"76",1
"77",2
"78",2
"79",14
"80",40
"81",19
"82",5
"83",10
"84",2
"85",0
"86",2
"87",0
"88",1
"89",1
"90",10
"91",5
"92",16
"93",23
"94",8
"95",9
"96",4
"97",2
"98",2
"99",5
"100",10
"101",19
"102",11
"103",24
"104",61
"105",36
"106",10
"107",2
"108",14
"109",16
"110",27
"111",80
"112",16
"113",65
"114",108
"115",68
"116",12
"117",5
"118",1
"119",0
"120",1
"121",1
"122",4
"123",2
"124",1
"125",1
"126",4
"127",4
"128",5
"129",0
"130",0
"131",1
"132",3
"133",7
"134",6
"135",7
"136",10
"137",29
"138",67
"139",27
"140",31
"141",33
"142",66
"143",128
"144",3
"145",16
"146",14
"147",9
"148",4
"149",2
"150",6
"151",3
"152",4
"153",3
"154",14
"155",28
"156",17
"157",31
"158",43
"159",12
"160",22
"161",31
"162",28
"163",33
"164",33
"165",94
"166",16
"167",11
"168",6
"169",1
"170",10
"171",11
"172",6
"173",15
"174",110
"175",49
"176",35
"177",180
"178",2
"179",6
"180",0
"181",3
"182",2
"183",11
"184",7
"185",6
"186",3
"187",5
"188",10
"189",15
"190",6
"191",6
"192",0
"193",1
"194",1
"195",1
"196",1
"197",0
"198",0
"199",2
"200",2
"201",2
"202",1
"203",1
"204",13
"205",20
"206",3
"207",34
"208",39
"209",8
"210",2
"211",18
