"","x"
"1",0
"2",0
"3",2
"4",7
"5",10
"6",29
"7",61
"8",36
"9",39
"10",50
"11",94
"12",91
"13",131
"14",147
"15",171
"16",179
"17",109
"18",62
"19",16
"20",14
"21",23
"22",16
"23",18
"24",9
"25",6
"26",6
"27",2
"28",2
"29",1
"30",3
"31",23
"32",60
"33",64
"34",46
"35",42
"36",30
"37",15
"38",20
"39",12
"40",25
"41",17
"42",7
"43",14
"44",16
"45",32
"46",35
"47",44
"48",23
"49",49
"50",41
"51",33
"52",47
"53",69
"54",53
"55",141
"56",165
"57",85
"58",59
"59",137
"60",143
"61",65
"62",59
"63",71
"64",140
"65",71
"66",61
"67",122
"68",124
"69",106
"70",48
"71",49
"72",58
"73",56
"74",17
"75",24
"76",10
"77",11
"78",9
"79",19
"80",32
"81",13
"82",8
"83",5
"84",4
"85",1
"86",1
"87",1
"88",7
"89",4
"90",8
"91",5
"92",9
"93",11
"94",17
"95",18
"96",2
"97",3
"98",11
"99",19
"100",27
"101",31
"102",45
"103",92
"104",108
"105",50
"106",23
"107",20
"108",36
"109",61
"110",51
"111",74
"112",57
"113",42
"114",64
"115",58
"116",45
"117",40
"118",36
"119",19
"120",57
"121",47
"122",43
"123",19
"124",11
"125",17
"126",23
"127",15
"128",6
"129",8
"130",1
"131",13
"132",10
"133",14
"134",19
"135",26
"136",18
"137",55
"138",56
"139",30
"140",26
"141",25
"142",14
"143",34
"144",51
"145",91
"146",59
"147",31
"148",20
"149",24
"150",27
"151",19
"152",28
"153",31
"154",43
"155",53
"156",48
"157",88
"158",78
"159",49
"160",101
"161",140
"162",68
"163",44
"164",28
"165",32
"166",30
"167",38
"168",29
"169",46
"170",81
"171",105
"172",67
"173",65
"174",217
"175",139
"176",168
"177",340
"178",346
"179",184
"180",45
"181",54
"182",31
"183",12
"184",2
"185",6
"186",12
"187",15
"188",17
"189",12
"190",12
"191",6
"192",5
"193",7
"194",1
"195",1
"196",7
"197",7
"198",13
"199",14
"200",15
"201",14
"202",10
"203",4
"204",11
"205",13
"206",21
"207",53
"208",54
"209",38
"210",36
"211",74
