"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",1
"7",2
"8",14
"9",15
"10",46
"11",129
"12",73
"13",147
"14",121
"15",80
"16",48
"17",46
"18",102
"19",30
"20",42
"21",59
"22",4
"23",3
"24",1
"25",0
"26",0
"27",0
"28",0
"29",0
"30",5
"31",6
"32",4
"33",10
"34",20
"35",51
"36",54
"37",33
"38",34
"39",21
"40",40
"41",29
"42",23
"43",51
"44",0
"45",0
"46",0
"47",0
"48",1
"49",6
"50",18
"51",2
"52",3
"53",12
"54",35
"55",49
"56",33
"57",34
"58",10
"59",17
"60",92
"61",39
"62",30
"63",25
"64",94
"65",12
"66",5
"67",30
"68",27
"69",40
"70",33
"71",33
"72",21
"73",29
"74",23
"75",12
"76",11
"77",4
"78",4
"79",7
"80",43
"81",16
"82",6
"83",1
"84",0
"85",0
"86",1
"87",5
"88",4
"89",1
"90",3
"91",20
"92",53
"93",63
"94",77
"95",14
"96",4
"97",10
"98",6
"99",9
"100",61
"101",19
"102",13
"103",10
"104",4
"105",1
"106",0
"107",0
"108",2
"109",3
"110",4
"111",9
"112",20
"113",43
"114",107
"115",22
"116",6
"117",22
"118",10
"119",13
"120",69
"121",58
"122",40
"123",10
"124",3
"125",2
"126",5
"127",19
"128",9
"129",14
"130",8
"131",5
"132",7
"133",12
"134",22
"135",62
"136",96
"137",133
"138",23
"139",19
"140",30
"141",19
"142",6
"143",28
"144",33
"145",25
"146",3
"147",7
"148",10
"149",13
"150",19
"151",8
"152",2
"153",5
"154",12
"155",4
"156",2
"157",5
"158",11
"159",6
"160",31
"161",46
"162",74
"163",11
"164",12
"165",18
"166",13
"167",9
"168",17
"169",27
"170",55
"171",21
"172",20
"173",44
"174",575
"175",155
"176",322
"177",48
"178",51
"179",38
"180",52
"181",50
"182",27
"183",40
"184",7
"185",9
"186",14
"187",12
"188",20
"189",3
"190",0
"191",0
"192",0
"193",0
"194",0
"195",0
"196",1
"197",0
"198",0
"199",1
"200",0
"201",1
"202",0
"203",1
"204",0
"205",1
"206",2
"207",2
"208",3
"209",7
"210",11
"211",7
