"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",1
"7",2
"8",0
"9",2
"10",4
"11",10
"12",4
"13",1
"14",22
"15",70
"16",22
"17",25
"18",11
"19",30
"20",13
"21",9
"22",34
"23",14
"24",6
"25",3
"26",9
"27",1
"28",4
"29",2
"30",1
"31",12
"32",1
"33",12
"34",3
"35",7
"36",7
"37",2
"38",12
"39",2
"40",29
"41",6
"42",4
"43",21
"44",9
"45",10
"46",9
"47",6
"48",19
"49",22
"50",6
"51",18
"52",3
"53",1
"54",26
"55",17
"56",41
"57",4
"58",7
"59",54
"60",79
"61",18
"62",10
"63",13
"64",68
"65",47
"66",45
"67",19
"68",24
"69",34
"70",9
"71",89
"72",52
"73",27
"74",33
"75",18
"76",113
"77",23
"78",22
"79",38
"80",93
"81",3
"82",5
"83",12
"84",12
"85",9
"86",11
"87",2
"88",6
"89",13
"90",6
"91",1
"92",9
"93",4
"94",6
"95",1
"96",4
"97",11
"98",12
"99",1
"100",2
"101",4
"102",26
"103",26
"104",19
"105",7
"106",30
"107",17
"108",82
"109",27
"110",45
"111",144
"112",27
"113",213
"114",39
"115",41
"116",89
"117",64
"118",126
"119",67
"120",106
"121",102
"122",106
"123",94
"124",15
"125",55
"126",20
"127",31
"128",10
"129",1
"130",7
"131",137
"132",10
"133",3
"134",0
"135",7
"136",29
"137",1
"138",0
"139",0
"140",25
"141",2
"142",0
"143",0
"144",0
"145",25
"146",0
"147",0
"148",0
"149",2
"150",9
"151",0
"152",2
"153",0
"154",7
"155",3
"156",0
"157",0
"158",0
"159",33
"160",7
"161",2
"162",0
"163",5
"164",26
"165",20
"166",1
"167",4
"168",46
"169",30
"170",15
"171",28
"172",10
"173",81
"174",199
"175",39
"176",134
"177",46
"178",58
"179",79
"180",4
"181",82
"182",19
"183",57
"184",16
"185",8
"186",7
"187",9
"188",14
"189",7
"190",0
"191",5
"192",3
"193",8
"194",4
"195",0
"196",1
"197",2
"198",10
"199",0
"200",0
"201",2
"202",3
"203",3
"204",0
"205",1
"206",10
"207",4
"208",0
"209",6
"210",2
"211",9
