"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",5
"7",1
"8",0
"9",0
"10",2
"11",19
"12",4
"13",2
"14",5
"15",41
"16",30
"17",7
"18",8
"19",16
"20",12
"21",7
"22",15
"23",2
"24",1
"25",6
"26",10
"27",6
"28",3
"29",0
"30",13
"31",39
"32",2
"33",6
"34",0
"35",54
"36",5
"37",3
"38",0
"39",2
"40",22
"41",11
"42",0
"43",0
"44",8
"45",5
"46",31
"47",1
"48",1
"49",26
"50",2
"51",28
"52",15
"53",16
"54",3
"55",17
"56",62
"57",36
"58",19
"59",44
"60",22
"61",152
"62",29
"63",28
"64",100
"65",92
"66",43
"67",185
"68",23
"69",345
"70",40
"71",38
"72",47
"73",25
"74",190
"75",121
"76",29
"77",67
"78",0
"79",119
"80",97
"81",14
"82",1
"83",1
"84",88
"85",12
"86",4
"87",2
"88",7
"89",18
"90",3
"91",25
"92",4
"93",0
"94",8
"95",7
"96",19
"97",6
"98",2
"99",2
"100",2
"101",15
"102",11
"103",22
"104",22
"105",28
"106",17
"107",21
"108",81
"109",38
"110",102
"111",46
"112",108
"113",41
"114",120
"115",24
"116",39
"117",106
"118",20
"119",263
"120",57
"121",163
"122",50
"123",15
"124",38
"125",42
"126",44
"127",70
"128",7
"129",73
"130",25
"131",9
"132",16
"133",2
"134",19
"135",9
"136",19
"137",20
"138",9
"139",24
"140",11
"141",15
"142",2
"143",18
"144",5
"145",2
"146",12
"147",0
"148",8
"149",11
"150",5
"151",9
"152",4
"153",13
"154",10
"155",18
"156",11
"157",6
"158",20
"159",40
"160",106
"161",26
"162",25
"163",14
"164",28
"165",221
"166",64
"167",28
"168",81
"169",151
"170",102
"171",113
"172",24
"173",170
"174",570
"175",52
"176",25
"177",94
"178",158
"179",115
"180",3
"181",33
"182",38
"183",176
"184",20
"185",5
"186",7
"187",31
"188",18
"189",9
"190",4
"191",3
"192",10
"193",2
"194",0
"195",4
"196",0
"197",1
"198",1
"199",0
"200",2
"201",1
"202",1
"203",1
"204",1
"205",1
"206",6
"207",3
"208",18
"209",2
"210",6
"211",8
