"","x"
"1",0
"2",0
"3",0
"4",0
"5",3
"6",2
"7",4
"8",9
"9",14
"10",11
"11",43
"12",50
"13",41
"14",72
"15",74
"16",42
"17",58
"18",38
"19",42
"20",57
"21",29
"22",37
"23",43
"24",12
"25",27
"26",23
"27",9
"28",12
"29",13
"30",12
"31",33
"32",37
"33",19
"34",17
"35",17
"36",24
"37",13
"38",24
"39",19
"40",10
"41",19
"42",14
"43",15
"44",6
"45",29
"46",16
"47",21
"48",40
"49",23
"50",23
"51",26
"52",29
"53",41
"54",46
"55",109
"56",119
"57",58
"58",131
"59",68
"60",47
"61",111
"62",96
"63",140
"64",198
"65",90
"66",124
"67",162
"68",96
"69",106
"70",76
"71",152
"72",71
"73",45
"74",33
"75",61
"76",20
"77",27
"78",28
"79",36
"80",22
"81",16
"82",16
"83",13
"84",22
"85",8
"86",16
"87",9
"88",12
"89",6
"90",9
"91",12
"92",7
"93",7
"94",10
"95",5
"96",13
"97",3
"98",26
"99",12
"100",8
"101",27
"102",25
"103",16
"104",24
"105",25
"106",11
"107",10
"108",40
"109",65
"110",47
"111",83
"112",64
"113",59
"114",126
"115",78
"116",69
"117",112
"118",80
"119",161
"120",135
"121",89
"122",113
"123",41
"124",41
"125",111
"126",18
"127",19
"128",28
"129",20
"130",4
"131",42
"132",5
"133",14
"134",17
"135",12
"136",18
"137",35
"138",9
"139",14
"140",10
"141",13
"142",7
"143",26
"144",7
"145",27
"146",10
"147",23
"148",10
"149",20
"150",5
"151",11
"152",17
"153",15
"154",24
"155",29
"156",16
"157",37
"158",17
"159",26
"160",44
"161",35
"162",19
"163",50
"164",23
"165",81
"166",51
"167",34
"168",60
"169",119
"170",54
"171",113
"172",105
"173",55
"174",179
"175",84
"176",168
"177",218
"178",71
"179",71
"180",48
"181",91
"182",34
"183",25
"184",16
"185",18
"186",20
"187",21
"188",17
"189",15
"190",18
"191",10
"192",12
"193",20
"194",8
"195",13
"196",11
"197",5
"198",21
"199",7
"200",7
"201",24
"202",17
"203",13
"204",20
"205",21
"206",22
"207",33
"208",20
"209",24
"210",22
"211",21
