"","x"
"1",0
"2",0
"3",0
"4",0
"5",2
"6",1
"7",5
"8",7
"9",7
"10",20
"11",33
"12",39
"13",50
"14",61
"15",76
"16",51
"17",53
"18",49
"19",32
"20",62
"21",25
"22",23
"23",65
"24",11
"25",20
"26",32
"27",4
"28",11
"29",9
"30",8
"31",29
"32",25
"33",16
"34",16
"35",21
"36",17
"37",16
"38",20
"39",20
"40",10
"41",26
"42",15
"43",18
"44",13
"45",23
"46",18
"47",36
"48",21
"49",40
"50",27
"51",20
"52",44
"53",40
"54",31
"55",139
"56",90
"57",51
"58",131
"59",73
"60",63
"61",126
"62",85
"63",161
"64",238
"65",79
"66",133
"67",193
"68",88
"69",121
"70",74
"71",163
"72",53
"73",41
"74",43
"75",53
"76",11
"77",39
"78",25
"79",21
"80",23
"81",10
"82",16
"83",10
"84",16
"85",12
"86",12
"87",10
"88",16
"89",2
"90",14
"91",12
"92",6
"93",13
"94",17
"95",6
"96",8
"97",14
"98",12
"99",14
"100",15
"101",13
"102",28
"103",12
"104",18
"105",19
"106",11
"107",14
"108",38
"109",77
"110",63
"111",96
"112",69
"113",56
"114",116
"115",92
"116",71
"117",100
"118",99
"119",177
"120",153
"121",79
"122",131
"123",46
"124",40
"125",107
"126",21
"127",19
"128",31
"129",19
"130",14
"131",35
"132",9
"133",22
"134",17
"135",26
"136",13
"137",48
"138",16
"139",13
"140",23
"141",7
"142",10
"143",43
"144",4
"145",36
"146",7
"147",18
"148",12
"149",21
"150",5
"151",20
"152",18
"153",13
"154",22
"155",16
"156",17
"157",24
"158",10
"159",41
"160",25
"161",44
"162",22
"163",36
"164",36
"165",59
"166",65
"167",42
"168",48
"169",109
"170",64
"171",116
"172",103
"173",72
"174",197
"175",96
"176",220
"177",203
"178",75
"179",100
"180",46
"181",98
"182",48
"183",29
"184",26
"185",32
"186",14
"187",10
"188",26
"189",16
"190",19
"191",15
"192",8
"193",26
"194",8
"195",7
"196",24
"197",6
"198",16
"199",10
"200",7
"201",28
"202",16
"203",10
"204",20
"205",17
"206",19
"207",24
"208",15
"209",11
"210",20
"211",13
