"","x"
"1",0
"2",0
"3",1
"4",7
"5",10
"6",27
"7",47
"8",30
"9",27
"10",52
"11",96
"12",84
"13",140
"14",162
"15",177
"16",177
"17",110
"18",52
"19",20
"20",41
"21",34
"22",23
"23",23
"24",21
"25",8
"26",6
"27",6
"28",1
"29",1
"30",0
"31",5
"32",25
"33",37
"34",39
"35",61
"36",38
"37",20
"38",31
"39",17
"40",38
"41",30
"42",10
"43",18
"44",17
"45",25
"46",22
"47",37
"48",18
"49",37
"50",31
"51",32
"52",36
"53",60
"54",45
"55",104
"56",125
"57",80
"58",64
"59",172
"60",127
"61",58
"62",45
"63",83
"64",142
"65",85
"66",65
"67",116
"68",139
"69",117
"70",44
"71",50
"72",62
"73",68
"74",21
"75",20
"76",11
"77",13
"78",13
"79",28
"80",36
"81",15
"82",6
"83",6
"84",6
"85",4
"86",4
"87",4
"88",8
"89",5
"90",8
"91",12
"92",17
"93",14
"94",13
"95",6
"96",3
"97",7
"98",12
"99",17
"100",27
"101",40
"102",55
"103",95
"104",95
"105",42
"106",19
"107",10
"108",25
"109",48
"110",43
"111",73
"112",59
"113",53
"114",49
"115",56
"116",47
"117",45
"118",32
"119",43
"120",56
"121",39
"122",57
"123",27
"124",21
"125",33
"126",44
"127",30
"128",18
"129",10
"130",5
"131",6
"132",7
"133",4
"134",11
"135",30
"136",30
"137",68
"138",58
"139",29
"140",32
"141",13
"142",13
"143",33
"144",36
"145",77
"146",50
"147",25
"148",8
"149",18
"150",16
"151",13
"152",27
"153",20
"154",53
"155",71
"156",75
"157",82
"158",79
"159",44
"160",113
"161",166
"162",73
"163",32
"164",20
"165",24
"166",28
"167",27
"168",22
"169",41
"170",70
"171",96
"172",66
"173",68
"174",195
"175",119
"176",136
"177",337
"178",322
"179",172
"180",42
"181",40
"182",16
"183",8
"184",4
"185",8
"186",7
"187",10
"188",10
"189",11
"190",9
"191",5
"192",8
"193",6
"194",3
"195",2
"196",4
"197",0
"198",0
"199",1
"200",1
"201",3
"202",6
"203",3
"204",11
"205",11
"206",20
"207",42
"208",45
"209",37
"210",46
"211",56
