"","x"
"1",0
"2",0
"3",0
"4",2
"5",0
"6",7
"7",0
"8",3
"9",19
"10",2
"11",29
"12",42
"13",33
"14",51
"15",161
"16",45
"17",57
"18",47
"19",12
"20",78
"21",24
"22",28
"23",26
"24",17
"25",8
"26",20
"27",1
"28",11
"29",28
"30",3
"31",12
"32",41
"33",3
"34",8
"35",9
"36",10
"37",11
"38",10
"39",7
"40",23
"41",8
"42",11
"43",2
"44",15
"45",7
"46",5
"47",9
"48",28
"49",10
"50",19
"51",6
"52",5
"53",3
"54",17
"55",68
"56",51
"57",20
"58",34
"59",121
"60",33
"61",141
"62",43
"63",48
"64",602
"65",10
"66",178
"67",32
"68",37
"69",23
"70",20
"71",3
"72",27
"73",7
"74",1
"75",65
"76",0
"77",6
"78",3
"79",4
"80",0
"81",2
"82",2
"83",1
"84",0
"85",3
"86",2
"87",0
"88",0
"89",0
"90",0
"91",0
"92",3
"93",0
"94",1
"95",6
"96",0
"97",1
"98",14
"99",1
"100",2
"101",11
"102",2
"103",2
"104",8
"105",0
"106",11
"107",0
"108",1
"109",109
"110",0
"111",12
"112",13
"113",3
"114",51
"115",6
"116",21
"117",28
"118",47
"119",69
"120",35
"121",19
"122",37
"123",34
"124",7
"125",63
"126",25
"127",12
"128",6
"129",3
"130",20
"131",8
"132",10
"133",19
"134",9
"135",40
"136",6
"137",63
"138",38
"139",31
"140",15
"141",13
"142",6
"143",10
"144",2
"145",53
"146",6
"147",20
"148",14
"149",19
"150",4
"151",18
"152",1
"153",32
"154",1
"155",12
"156",20
"157",7
"158",4
"159",35
"160",7
"161",2
"162",15
"163",20
"164",5
"165",80
"166",11
"167",0
"168",211
"169",8
"170",3
"171",27
"172",15
"173",21
"174",16
"175",16
"176",49
"177",70
"178",37
"179",84
"180",3
"181",122
"182",27
"183",5
"184",25
"185",19
"186",11
"187",11
"188",24
"189",11
"190",20
"191",27
"192",7
"193",44
"194",3
"195",1
"196",53
"197",0
"198",15
"199",1
"200",2
"201",8
"202",5
"203",1
"204",12
"205",6
"206",11
"207",3
"208",3
"209",21
"210",3
"211",12
