"","x"
"1",0
"2",2
"3",1
"4",3
"5",5
"6",16
"7",30
"8",32
"9",34
"10",65
"11",107
"12",103
"13",154
"14",156
"15",199
"16",174
"17",107
"18",53
"19",30
"20",35
"21",33
"22",30
"23",39
"24",17
"25",10
"26",13
"27",6
"28",5
"29",3
"30",7
"31",38
"32",84
"33",77
"34",54
"35",63
"36",36
"37",23
"38",19
"39",21
"40",25
"41",8
"42",4
"43",11
"44",7
"45",19
"46",23
"47",35
"48",27
"49",39
"50",37
"51",28
"52",36
"53",62
"54",51
"55",113
"56",137
"57",83
"58",60
"59",128
"60",92
"61",34
"62",37
"63",63
"64",120
"65",73
"66",80
"67",124
"68",114
"69",87
"70",48
"71",40
"72",57
"73",45
"74",17
"75",20
"76",13
"77",17
"78",13
"79",25
"80",25
"81",13
"82",5
"83",3
"84",2
"85",2
"86",4
"87",9
"88",7
"89",4
"90",5
"91",7
"92",10
"93",9
"94",10
"95",12
"96",8
"97",8
"98",14
"99",21
"100",32
"101",40
"102",52
"103",122
"104",167
"105",74
"106",11
"107",10
"108",25
"109",47
"110",41
"111",65
"112",60
"113",58
"114",59
"115",68
"116",55
"117",41
"118",40
"119",31
"120",71
"121",48
"122",46
"123",29
"124",15
"125",19
"126",39
"127",21
"128",8
"129",9
"130",8
"131",10
"132",10
"133",11
"134",12
"135",28
"136",33
"137",75
"138",64
"139",42
"140",32
"141",23
"142",15
"143",33
"144",40
"145",84
"146",57
"147",26
"148",10
"149",15
"150",14
"151",8
"152",13
"153",20
"154",44
"155",60
"156",55
"157",70
"158",71
"159",39
"160",100
"161",165
"162",71
"163",39
"164",33
"165",35
"166",28
"167",28
"168",24
"169",55
"170",80
"171",109
"172",81
"173",68
"174",204
"175",117
"176",132
"177",284
"178",328
"179",178
"180",45
"181",41
"182",13
"183",14
"184",5
"185",7
"186",10
"187",14
"188",10
"189",6
"190",8
"191",10
"192",8
"193",12
"194",3
"195",2
"196",0
"197",2
"198",5
"199",4
"200",3
"201",3
"202",4
"203",10
"204",13
"205",19
"206",26
"207",73
"208",51
"209",36
"210",43
"211",61
