"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",2
"7",2
"8",2
"9",0
"10",8
"11",3
"12",20
"13",5
"14",13
"15",41
"16",6
"17",66
"18",21
"19",34
"20",39
"21",11
"22",40
"23",44
"24",1
"25",2
"26",53
"27",6
"28",7
"29",0
"30",6
"31",28
"32",6
"33",5
"34",1
"35",27
"36",14
"37",5
"38",6
"39",4
"40",17
"41",9
"42",5
"43",5
"44",14
"45",31
"46",10
"47",10
"48",2
"49",55
"50",1
"51",33
"52",7
"53",13
"54",3
"55",7
"56",158
"57",6
"58",10
"59",6
"60",23
"61",122
"62",33
"63",45
"64",67
"65",65
"66",115
"67",16
"68",20
"69",74
"70",78
"71",48
"72",61
"73",65
"74",39
"75",21
"76",2
"77",39
"78",21
"79",5
"80",9
"81",3
"82",1
"83",0
"84",3
"85",4
"86",5
"87",2
"88",0
"89",0
"90",7
"91",4
"92",3
"93",1
"94",1
"95",2
"96",1
"97",11
"98",1
"99",1
"100",8
"101",9
"102",28
"103",0
"104",10
"105",5
"106",39
"107",7
"108",4
"109",4
"110",24
"111",159
"112",5
"113",18
"114",12
"115",347
"116",18
"117",61
"118",7
"119",156
"120",147
"121",7
"122",71
"123",11
"124",76
"125",119
"126",38
"127",23
"128",21
"129",59
"130",31
"131",66
"132",11
"133",21
"134",23
"135",48
"136",22
"137",8
"138",53
"139",30
"140",6
"141",30
"142",3
"143",104
"144",13
"145",8
"146",21
"147",9
"148",13
"149",4
"150",14
"151",4
"152",10
"153",9
"154",35
"155",13
"156",6
"157",42
"158",19
"159",20
"160",41
"161",91
"162",27
"163",20
"164",17
"165",69
"166",57
"167",45
"168",45
"169",44
"170",182
"171",108
"172",127
"173",85
"174",71
"175",175
"176",240
"177",282
"178",345
"179",175
"180",26
"181",39
"182",132
"183",61
"184",89
"185",5
"186",0
"187",162
"188",28
"189",19
"190",0
"191",2
"192",109
"193",37
"194",0
"195",0
"196",12
"197",12
"198",6
"199",2
"200",0
"201",11
"202",22
"203",1
"204",4
"205",0
"206",1
"207",8
"208",1
"209",3
"210",2
"211",4
