"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",2
"8",3
"9",0
"10",2
"11",3
"12",19
"13",7
"14",3
"15",35
"16",25
"17",62
"18",6
"19",17
"20",63
"21",29
"22",25
"23",18
"24",14
"25",20
"26",19
"27",8
"28",3
"29",3
"30",12
"31",19
"32",14
"33",2
"34",4
"35",22
"36",18
"37",8
"38",5
"39",6
"40",21
"41",11
"42",2
"43",12
"44",14
"45",22
"46",11
"47",9
"48",16
"49",33
"50",19
"51",20
"52",15
"53",34
"54",55
"55",71
"56",45
"57",27
"58",73
"59",127
"60",76
"61",91
"62",71
"63",114
"64",248
"65",126
"66",149
"67",166
"68",152
"69",201
"70",59
"71",110
"72",218
"73",116
"74",110
"75",51
"76",33
"77",102
"78",31
"79",57
"80",48
"81",14
"82",11
"83",17
"84",37
"85",9
"86",13
"87",6
"88",18
"89",12
"90",4
"91",9
"92",11
"93",11
"94",8
"95",6
"96",9
"97",11
"98",18
"99",9
"100",17
"101",20
"102",22
"103",65
"104",29
"105",37
"106",26
"107",36
"108",66
"109",59
"110",62
"111",107
"112",96
"113",73
"114",94
"115",202
"116",92
"117",115
"118",148
"119",170
"120",396
"121",126
"122",123
"123",72
"124",81
"125",266
"126",99
"127",51
"128",37
"129",50
"130",35
"131",89
"132",20
"133",38
"134",25
"135",53
"136",10
"137",47
"138",31
"139",15
"140",22
"141",18
"142",25
"143",32
"144",7
"145",27
"146",10
"147",21
"148",17
"149",28
"150",21
"151",12
"152",12
"153",30
"154",31
"155",21
"156",30
"157",25
"158",31
"159",39
"160",77
"161",64
"162",59
"163",51
"164",57
"165",220
"166",104
"167",88
"168",73
"169",141
"170",238
"171",217
"172",109
"173",110
"174",396
"175",283
"176",328
"177",238
"178",178
"179",154
"180",68
"181",246
"182",130
"183",86
"184",33
"185",51
"186",63
"187",41
"188",27
"189",20
"190",22
"191",19
"192",18
"193",11
"194",8
"195",11
"196",26
"197",7
"198",5
"199",3
"200",9
"201",12
"202",8
"203",6
"204",7
"205",20
"206",18
"207",22
"208",13
"209",11
"210",39
"211",34
