"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",2
"7",9
"8",14
"9",23
"10",41
"11",68
"12",69
"13",112
"14",143
"15",194
"16",162
"17",97
"18",61
"19",15
"20",22
"21",25
"22",22
"23",36
"24",19
"25",7
"26",5
"27",8
"28",5
"29",7
"30",5
"31",24
"32",66
"33",51
"34",44
"35",66
"36",49
"37",29
"38",17
"39",11
"40",28
"41",15
"42",2
"43",8
"44",5
"45",14
"46",23
"47",28
"48",16
"49",36
"50",36
"51",34
"52",35
"53",52
"54",55
"55",125
"56",135
"57",86
"58",66
"59",186
"60",129
"61",67
"62",53
"63",89
"64",133
"65",82
"66",69
"67",125
"68",120
"69",108
"70",62
"71",63
"72",52
"73",37
"74",15
"75",11
"76",10
"77",9
"78",10
"79",34
"80",33
"81",16
"82",10
"83",6
"84",3
"85",4
"86",5
"87",7
"88",9
"89",9
"90",10
"91",19
"92",19
"93",24
"94",21
"95",13
"96",3
"97",7
"98",14
"99",24
"100",25
"101",34
"102",51
"103",116
"104",110
"105",55
"106",17
"107",16
"108",38
"109",54
"110",40
"111",63
"112",46
"113",48
"114",55
"115",46
"116",44
"117",34
"118",32
"119",38
"120",75
"121",57
"122",43
"123",27
"124",16
"125",12
"126",27
"127",17
"128",10
"129",12
"130",10
"131",18
"132",12
"133",10
"134",7
"135",20
"136",18
"137",48
"138",47
"139",29
"140",23
"141",15
"142",13
"143",36
"144",42
"145",101
"146",59
"147",43
"148",16
"149",15
"150",20
"151",9
"152",28
"153",26
"154",50
"155",61
"156",48
"157",51
"158",52
"159",46
"160",128
"161",175
"162",57
"163",43
"164",40
"165",45
"166",39
"167",37
"168",26
"169",52
"170",84
"171",111
"172",69
"173",63
"174",208
"175",142
"176",154
"177",330
"178",341
"179",196
"180",56
"181",71
"182",21
"183",4
"184",2
"185",4
"186",8
"187",8
"188",9
"189",7
"190",5
"191",4
"192",9
"193",17
"194",5
"195",3
"196",5
"197",5
"198",6
"199",7
"200",7
"201",9
"202",20
"203",14
"204",23
"205",19
"206",17
"207",45
"208",33
"209",42
"210",56
"211",64
