"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",1
"8",1
"9",1
"10",1
"11",2
"12",26
"13",5
"14",3
"15",29
"16",7
"17",58
"18",7
"19",6
"20",16
"21",8
"22",9
"23",10
"24",5
"25",2
"26",6
"27",18
"28",1
"29",3
"30",5
"31",4
"32",6
"33",4
"34",1
"35",33
"36",5
"37",7
"38",3
"39",8
"40",15
"41",15
"42",7
"43",6
"44",32
"45",44
"46",10
"47",17
"48",18
"49",23
"50",33
"51",24
"52",47
"53",3
"54",49
"55",101
"56",24
"57",19
"58",43
"59",49
"60",84
"61",23
"62",54
"63",77
"64",79
"65",131
"66",92
"67",37
"68",64
"69",228
"70",118
"71",113
"72",63
"73",125
"74",203
"75",59
"76",27
"77",61
"78",62
"79",113
"80",15
"81",5
"82",37
"83",2
"84",30
"85",1
"86",6
"87",6
"88",5
"89",6
"90",1
"91",2
"92",1
"93",3
"94",2
"95",1
"96",1
"97",3
"98",6
"99",5
"100",6
"101",14
"102",9
"103",57
"104",22
"105",4
"106",10
"107",0
"108",64
"109",1
"110",27
"111",41
"112",2
"113",65
"114",27
"115",344
"116",18
"117",19
"118",241
"119",39
"120",78
"121",40
"122",32
"123",26
"124",7
"125",300
"126",44
"127",7
"128",42
"129",8
"130",42
"131",62
"132",0
"133",24
"134",17
"135",49
"136",8
"137",10
"138",20
"139",26
"140",26
"141",9
"142",12
"143",24
"144",13
"145",28
"146",6
"147",7
"148",47
"149",39
"150",64
"151",10
"152",2
"153",7
"154",184
"155",160
"156",20
"157",5
"158",12
"159",19
"160",68
"161",83
"162",11
"163",20
"164",36
"165",164
"166",84
"167",34
"168",46
"169",109
"170",142
"171",184
"172",44
"173",171
"174",459
"175",393
"176",507
"177",50
"178",54
"179",46
"180",359
"181",322
"182",154
"183",53
"184",11
"185",164
"186",9
"187",39
"188",3
"189",18
"190",47
"191",12
"192",6
"193",7
"194",3
"195",13
"196",1
"197",0
"198",4
"199",1
"200",0
"201",2
"202",2
"203",7
"204",3
"205",0
"206",4
"207",12
"208",10
"209",2
"210",5
"211",38
