"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",1
"7",1
"8",1
"9",2
"10",2
"11",11
"12",4
"13",15
"14",4
"15",20
"16",1
"17",30
"18",8
"19",2
"20",31
"21",3
"22",16
"23",16
"24",4
"25",26
"26",2
"27",2
"28",14
"29",3
"30",6
"31",0
"32",0
"33",3
"34",12
"35",7
"36",2
"37",2
"38",4
"39",6
"40",14
"41",2
"42",5
"43",5
"44",43
"45",5
"46",3
"47",8
"48",70
"49",61
"50",6
"51",10
"52",42
"53",86
"54",43
"55",42
"56",63
"57",63
"58",43
"59",148
"60",142
"61",201
"62",16
"63",126
"64",177
"65",127
"66",65
"67",11
"68",45
"69",268
"70",36
"71",40
"72",5
"73",44
"74",35
"75",25
"76",4
"77",8
"78",3
"79",44
"80",5
"81",2
"82",3
"83",3
"84",25
"85",2
"86",4
"87",6
"88",9
"89",11
"90",0
"91",8
"92",11
"93",3
"94",6
"95",0
"96",11
"97",14
"98",41
"99",7
"100",1
"101",76
"102",7
"103",255
"104",56
"105",47
"106",54
"107",7
"108",132
"109",84
"110",56
"111",110
"112",14
"113",169
"114",170
"115",146
"116",33
"117",25
"118",166
"119",92
"120",193
"121",12
"122",62
"123",117
"124",72
"125",160
"126",12
"127",11
"128",82
"129",16
"130",23
"131",27
"132",8
"133",20
"134",17
"135",4
"136",8
"137",32
"138",21
"139",6
"140",16
"141",5
"142",16
"143",21
"144",2
"145",14
"146",13
"147",12
"148",2
"149",22
"150",53
"151",65
"152",19
"153",17
"154",19
"155",79
"156",39
"157",48
"158",17
"159",47
"160",82
"161",101
"162",28
"163",107
"164",61
"165",147
"166",54
"167",275
"168",30
"169",45
"170",33
"171",119
"172",84
"173",95
"174",30
"175",227
"176",31
"177",185
"178",4
"179",39
"180",57
"181",13
"182",111
"183",9
"184",9
"185",5
"186",6
"187",18
"188",2
"189",17
"190",14
"191",2
"192",14
"193",5
"194",9
"195",12
"196",5
"197",7
"198",11
"199",6
"200",13
"201",8
"202",0
"203",21
"204",15
"205",15
"206",4
"207",0
"208",70
"209",16
"210",54
"211",3
