"","x"
"1",0
"2",0
"3",1
"4",7
"5",17
"6",35
"7",41
"8",50
"9",64
"10",74
"11",90
"12",104
"13",57
"14",52
"15",38
"16",34
"17",30
"18",27
"19",20
"20",34
"21",29
"22",16
"23",19
"24",17
"25",9
"26",4
"27",5
"28",1
"29",4
"30",7
"31",13
"32",25
"33",25
"34",21
"35",26
"36",20
"37",25
"38",15
"39",10
"40",18
"41",12
"42",20
"43",17
"44",21
"45",14
"46",27
"47",30
"48",12
"49",23
"50",24
"51",34
"52",40
"53",55
"54",74
"55",100
"56",146
"57",135
"58",66
"59",82
"60",77
"61",62
"62",51
"63",45
"64",50
"65",43
"66",26
"67",50
"68",26
"69",50
"70",20
"71",14
"72",13
"73",14
"74",7
"75",10
"76",8
"77",4
"78",5
"79",6
"80",11
"81",7
"82",5
"83",6
"84",8
"85",15
"86",19
"87",9
"88",8
"89",8
"90",28
"91",20
"92",31
"93",20
"94",25
"95",13
"96",8
"97",14
"98",31
"99",42
"100",50
"101",54
"102",70
"103",74
"104",78
"105",79
"106",56
"107",48
"108",43
"109",50
"110",93
"111",90
"112",78
"113",66
"114",60
"115",67
"116",73
"117",68
"118",59
"119",52
"120",69
"121",55
"122",25
"123",22
"124",22
"125",22
"126",17
"127",21
"128",19
"129",9
"130",9
"131",16
"132",17
"133",9
"134",15
"135",23
"136",8
"137",20
"138",14
"139",21
"140",15
"141",9
"142",11
"143",27
"144",32
"145",36
"146",36
"147",27
"148",14
"149",23
"150",17
"151",22
"152",25
"153",28
"154",23
"155",47
"156",55
"157",91
"158",108
"159",76
"160",104
"161",130
"162",133
"163",106
"164",64
"165",61
"166",93
"167",87
"168",59
"169",62
"170",82
"171",74
"172",33
"173",33
"174",38
"175",30
"176",31
"177",44
"178",53
"179",45
"180",22
"181",23
"182",13
"183",10
"184",3
"185",10
"186",9
"187",11
"188",7
"189",11
"190",12
"191",8
"192",7
"193",13
"194",10
"195",9
"196",9
"197",9
"198",14
"199",15
"200",12
"201",21
"202",21
"203",17
"204",24
"205",41
"206",41
"207",48
"208",46
"209",65
"210",117
"211",93
