"","x"
"1",0
"2",1
"3",4
"4",14
"5",21
"6",33
"7",55
"8",50
"9",63
"10",59
"11",79
"12",68
"13",46
"14",46
"15",48
"16",26
"17",30
"18",24
"19",21
"20",26
"21",34
"22",11
"23",18
"24",6
"25",1
"26",2
"27",1
"28",2
"29",3
"30",5
"31",10
"32",31
"33",34
"34",23
"35",28
"36",15
"37",18
"38",21
"39",21
"40",27
"41",11
"42",8
"43",19
"44",14
"45",26
"46",32
"47",43
"48",31
"49",50
"50",42
"51",40
"52",38
"53",56
"54",58
"55",85
"56",120
"57",120
"58",65
"59",93
"60",77
"61",62
"62",39
"63",34
"64",43
"65",45
"66",41
"67",52
"68",38
"69",58
"70",31
"71",20
"72",21
"73",13
"74",14
"75",14
"76",11
"77",8
"78",6
"79",13
"80",11
"81",9
"82",5
"83",6
"84",11
"85",13
"86",16
"87",10
"88",11
"89",10
"90",17
"91",15
"92",16
"93",17
"94",27
"95",17
"96",12
"97",21
"98",32
"99",44
"100",63
"101",72
"102",79
"103",91
"104",92
"105",101
"106",77
"107",54
"108",56
"109",62
"110",109
"111",100
"112",79
"113",90
"114",86
"115",73
"116",80
"117",63
"118",59
"119",58
"120",62
"121",50
"122",26
"123",18
"124",13
"125",11
"126",21
"127",18
"128",14
"129",6
"130",6
"131",5
"132",6
"133",18
"134",24
"135",32
"136",16
"137",13
"138",13
"139",13
"140",21
"141",24
"142",24
"143",42
"144",29
"145",27
"146",26
"147",23
"148",17
"149",19
"150",33
"151",38
"152",33
"153",38
"154",48
"155",55
"156",65
"157",110
"158",124
"159",86
"160",140
"161",155
"162",140
"163",86
"164",72
"165",66
"166",75
"167",60
"168",54
"169",58
"170",67
"171",73
"172",41
"173",32
"174",51
"175",48
"176",55
"177",58
"178",56
"179",44
"180",25
"181",19
"182",15
"183",7
"184",7
"185",10
"186",7
"187",7
"188",8
"189",12
"190",8
"191",13
"192",9
"193",11
"194",6
"195",8
"196",13
"197",12
"198",12
"199",14
"200",6
"201",12
"202",22
"203",20
"204",30
"205",42
"206",49
"207",52
"208",37
"209",43
"210",97
"211",91
