"","x"
"1",0
"2",0
"3",0
"4",0
"5",2
"6",0
"7",5
"8",5
"9",4
"10",27
"11",14
"12",30
"13",33
"14",23
"15",39
"16",27
"17",34
"18",20
"19",23
"20",21
"21",13
"22",16
"23",24
"24",9
"25",11
"26",19
"27",6
"28",10
"29",5
"30",6
"31",23
"32",18
"33",6
"34",15
"35",21
"36",4
"37",22
"38",23
"39",13
"40",22
"41",10
"42",22
"43",15
"44",30
"45",24
"46",34
"47",44
"48",31
"49",57
"50",43
"51",49
"52",43
"53",59
"54",59
"55",140
"56",154
"57",116
"58",104
"59",99
"60",78
"61",129
"62",125
"63",107
"64",184
"65",75
"66",97
"67",138
"68",57
"69",161
"70",79
"71",70
"72",67
"73",28
"74",24
"75",38
"76",6
"77",11
"78",8
"79",6
"80",8
"81",5
"82",6
"83",12
"84",6
"85",4
"86",14
"87",5
"88",5
"89",9
"90",5
"91",6
"92",12
"93",9
"94",11
"95",10
"96",13
"97",13
"98",35
"99",25
"100",24
"101",43
"102",48
"103",18
"104",48
"105",37
"106",32
"107",54
"108",62
"109",101
"110",139
"111",111
"112",124
"113",105
"114",118
"115",157
"116",87
"117",111
"118",129
"119",129
"120",144
"121",82
"122",104
"123",57
"124",24
"125",64
"126",36
"127",13
"128",42
"129",13
"130",7
"131",30
"132",8
"133",12
"134",19
"135",11
"136",7
"137",21
"138",8
"139",10
"140",11
"141",5
"142",17
"143",21
"144",11
"145",31
"146",16
"147",19
"148",19
"149",30
"150",20
"151",40
"152",40
"153",29
"154",49
"155",46
"156",31
"157",93
"158",52
"159",54
"160",62
"161",105
"162",72
"163",50
"164",69
"165",122
"166",103
"167",118
"168",55
"169",152
"170",126
"171",94
"172",130
"173",78
"174",107
"175",121
"176",124
"177",98
"178",79
"179",77
"180",43
"181",60
"182",36
"183",18
"184",19
"185",29
"186",8
"187",14
"188",16
"189",17
"190",11
"191",9
"192",13
"193",24
"194",10
"195",14
"196",22
"197",7
"198",19
"199",18
"200",14
"201",22
"202",30
"203",17
"204",38
"205",47
"206",32
"207",53
"208",33
"209",55
"210",59
"211",44
