"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",6
"7",0
"8",1
"9",2
"10",1
"11",29
"12",2
"13",0
"14",12
"15",4
"16",4
"17",0
"18",0
"19",14
"20",27
"21",1
"22",1
"23",0
"24",3
"25",5
"26",12
"27",0
"28",1
"29",1
"30",7
"31",14
"32",0
"33",4
"34",3
"35",11
"36",31
"37",6
"38",1
"39",24
"40",8
"41",3
"42",10
"43",11
"44",44
"45",18
"46",13
"47",5
"48",7
"49",46
"50",26
"51",32
"52",23
"53",66
"54",125
"55",57
"56",112
"57",102
"58",135
"59",136
"60",58
"61",256
"62",77
"63",201
"64",89
"65",55
"66",219
"67",19
"68",99
"69",142
"70",11
"71",250
"72",59
"73",54
"74",26
"75",14
"76",38
"77",49
"78",21
"79",5
"80",27
"81",12
"82",18
"83",14
"84",14
"85",13
"86",2
"87",3
"88",11
"89",8
"90",2
"91",34
"92",11
"93",6
"94",21
"95",18
"96",40
"97",7
"98",32
"99",18
"100",47
"101",0
"102",19
"103",31
"104",100
"105",12
"106",4
"107",66
"108",19
"109",99
"110",9
"111",116
"112",84
"113",104
"114",152
"115",75
"116",250
"117",140
"118",71
"119",274
"120",101
"121",129
"122",163
"123",176
"124",28
"125",100
"126",106
"127",20
"128",86
"129",23
"130",37
"131",27
"132",25
"133",8
"134",8
"135",56
"136",18
"137",36
"138",22
"139",48
"140",29
"141",6
"142",7
"143",105
"144",44
"145",7
"146",46
"147",11
"148",44
"149",51
"150",23
"151",50
"152",16
"153",61
"154",89
"155",7
"156",190
"157",106
"158",11
"159",67
"160",45
"161",18
"162",50
"163",2
"164",107
"165",22
"166",99
"167",74
"168",19
"169",81
"170",20
"171",31
"172",42
"173",19
"174",94
"175",29
"176",52
"177",55
"178",54
"179",130
"180",1
"181",38
"182",8
"183",139
"184",2
"185",5
"186",15
"187",9
"188",25
"189",7
"190",4
"191",6
"192",23
"193",12
"194",3
"195",4
"196",13
"197",7
"198",13
"199",1
"200",15
"201",1
"202",34
"203",14
"204",2
"205",38
"206",4
"207",59
"208",7
"209",9
"210",31
"211",17
