"","x"
"1",0
"2",2
"3",7
"4",17
"5",19
"6",34
"7",53
"8",50
"9",59
"10",56
"11",112
"12",101
"13",65
"14",59
"15",58
"16",38
"17",30
"18",23
"19",17
"20",18
"21",22
"22",16
"23",26
"24",16
"25",14
"26",8
"27",8
"28",9
"29",8
"30",8
"31",22
"32",39
"33",34
"34",28
"35",27
"36",16
"37",20
"38",27
"39",27
"40",31
"41",25
"42",21
"43",22
"44",24
"45",33
"46",36
"47",32
"48",18
"49",47
"50",35
"51",47
"52",51
"53",75
"54",72
"55",117
"56",169
"57",139
"58",62
"59",73
"60",84
"61",62
"62",48
"63",44
"64",46
"65",43
"66",33
"67",68
"68",49
"69",49
"70",20
"71",12
"72",9
"73",10
"74",14
"75",21
"76",16
"77",10
"78",6
"79",8
"80",13
"81",9
"82",8
"83",5
"84",4
"85",5
"86",5
"87",4
"88",6
"89",5
"90",20
"91",22
"92",32
"93",29
"94",26
"95",15
"96",14
"97",24
"98",48
"99",48
"100",50
"101",60
"102",64
"103",62
"104",72
"105",97
"106",77
"107",52
"108",46
"109",64
"110",100
"111",109
"112",69
"113",64
"114",71
"115",58
"116",74
"117",70
"118",55
"119",43
"120",55
"121",45
"122",31
"123",18
"124",16
"125",18
"126",17
"127",20
"128",12
"129",7
"130",2
"131",6
"132",8
"133",12
"134",18
"135",20
"136",15
"137",22
"138",13
"139",16
"140",10
"141",14
"142",27
"143",39
"144",38
"145",40
"146",37
"147",35
"148",23
"149",29
"150",22
"151",32
"152",30
"153",37
"154",37
"155",55
"156",67
"157",114
"158",139
"159",85
"160",131
"161",158
"162",141
"163",94
"164",62
"165",63
"166",86
"167",91
"168",71
"169",60
"170",79
"171",85
"172",45
"173",48
"174",50
"175",57
"176",72
"177",79
"178",79
"179",55
"180",16
"181",29
"182",21
"183",17
"184",7
"185",9
"186",11
"187",17
"188",17
"189",23
"190",17
"191",14
"192",9
"193",6
"194",2
"195",7
"196",7
"197",5
"198",8
"199",8
"200",9
"201",11
"202",16
"203",17
"204",24
"205",49
"206",49
"207",57
"208",55
"209",61
"210",99
"211",82
