"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",1
"7",1
"8",1
"9",2
"10",3
"11",11
"12",10
"13",8
"14",9
"15",18
"16",22
"17",24
"18",12
"19",12
"20",29
"21",21
"22",19
"23",26
"24",15
"25",18
"26",20
"27",15
"28",20
"29",9
"30",15
"31",26
"32",23
"33",19
"34",11
"35",14
"36",24
"37",32
"38",24
"39",15
"40",26
"41",27
"42",35
"43",34
"44",18
"45",39
"46",30
"47",52
"48",37
"49",55
"50",37
"51",78
"52",49
"53",85
"54",59
"55",84
"56",165
"57",108
"58",83
"59",123
"60",111
"61",244
"62",90
"63",105
"64",176
"65",156
"66",161
"67",155
"68",107
"69",228
"70",63
"71",88
"72",93
"73",88
"74",89
"75",33
"76",27
"77",36
"78",20
"79",39
"80",27
"81",10
"82",8
"83",18
"84",30
"85",19
"86",14
"87",6
"88",19
"89",14
"90",19
"91",8
"92",15
"93",29
"94",20
"95",14
"96",10
"97",26
"98",50
"99",25
"100",33
"101",31
"102",52
"103",71
"104",39
"105",61
"106",95
"107",69
"108",58
"109",111
"110",156
"111",145
"112",111
"113",87
"114",152
"115",235
"116",148
"117",156
"118",98
"119",180
"120",230
"121",164
"122",130
"123",89
"124",81
"125",125
"126",109
"127",52
"128",31
"129",18
"130",24
"131",61
"132",26
"133",24
"134",16
"135",30
"136",30
"137",33
"138",28
"139",21
"140",18
"141",21
"142",51
"143",36
"144",26
"145",35
"146",33
"147",43
"148",29
"149",51
"150",47
"151",45
"152",38
"153",42
"154",77
"155",67
"156",67
"157",109
"158",74
"159",53
"160",137
"161",131
"162",141
"163",104
"164",99
"165",218
"166",163
"167",190
"168",105
"169",187
"170",266
"171",188
"172",113
"173",102
"174",234
"175",182
"176",180
"177",155
"178",147
"179",122
"180",69
"181",82
"182",94
"183",72
"184",39
"185",44
"186",25
"187",41
"188",22
"189",16
"190",37
"191",13
"192",16
"193",18
"194",9
"195",22
"196",15
"197",14
"198",19
"199",10
"200",13
"201",10
"202",23
"203",22
"204",23
"205",24
"206",32
"207",39
"208",27
"209",53
"210",76
"211",56
