"","x"
"1",0
"2",0
"3",0
"4",1
"5",2
"6",2
"7",6
"8",5
"9",9
"10",25
"11",22
"12",42
"13",41
"14",41
"15",55
"16",44
"17",47
"18",34
"19",38
"20",37
"21",20
"22",21
"23",41
"24",10
"25",19
"26",17
"27",7
"28",17
"29",6
"30",5
"31",14
"32",10
"33",13
"34",14
"35",16
"36",17
"37",20
"38",15
"39",15
"40",11
"41",11
"42",32
"43",18
"44",16
"45",40
"46",27
"47",37
"48",38
"49",52
"50",59
"51",57
"52",45
"53",50
"54",92
"55",133
"56",180
"57",131
"58",119
"59",111
"60",91
"61",150
"62",115
"63",124
"64",176
"65",93
"66",101
"67",153
"68",70
"69",186
"70",65
"71",80
"72",70
"73",31
"74",24
"75",28
"76",6
"77",24
"78",7
"79",8
"80",11
"81",3
"82",6
"83",8
"84",4
"85",2
"86",6
"87",6
"88",5
"89",4
"90",11
"91",12
"92",9
"93",12
"94",11
"95",5
"96",13
"97",15
"98",21
"99",27
"100",31
"101",28
"102",35
"103",20
"104",36
"105",51
"106",21
"107",50
"108",58
"109",96
"110",150
"111",90
"112",107
"113",125
"114",92
"115",159
"116",94
"117",128
"118",116
"119",137
"120",151
"121",108
"122",117
"123",70
"124",44
"125",69
"126",46
"127",12
"128",34
"129",13
"130",9
"131",24
"132",10
"133",14
"134",18
"135",13
"136",9
"137",11
"138",8
"139",9
"140",12
"141",13
"142",13
"143",24
"144",14
"145",30
"146",15
"147",22
"148",23
"149",31
"150",17
"151",35
"152",35
"153",28
"154",32
"155",46
"156",33
"157",74
"158",43
"159",46
"160",68
"161",88
"162",80
"163",73
"164",55
"165",136
"166",124
"167",95
"168",73
"169",142
"170",120
"171",93
"172",116
"173",75
"174",105
"175",100
"176",124
"177",109
"178",80
"179",79
"180",47
"181",49
"182",43
"183",21
"184",11
"185",25
"186",9
"187",10
"188",17
"189",15
"190",9
"191",13
"192",11
"193",19
"194",5
"195",16
"196",14
"197",8
"198",23
"199",12
"200",8
"201",22
"202",25
"203",10
"204",44
"205",38
"206",19
"207",61
"208",29
"209",37
"210",62
"211",44
