"","x"
"1",0
"2",0
"3",0
"4",1
"5",4
"6",0
"7",17
"8",13
"9",3
"10",114
"11",5
"12",4
"13",41
"14",10
"15",17
"16",20
"17",14
"18",13
"19",4
"20",7
"21",20
"22",1
"23",24
"24",15
"25",0
"26",44
"27",4
"28",1
"29",7
"30",1
"31",2
"32",6
"33",3
"34",9
"35",10
"36",0
"37",46
"38",2
"39",2
"40",7
"41",1
"42",3
"43",11
"44",0
"45",39
"46",7
"47",0
"48",72
"49",4
"50",0
"51",48
"52",5
"53",1
"54",103
"55",24
"56",29
"57",125
"58",43
"59",65
"60",79
"61",67
"62",84
"63",126
"64",92
"65",118
"66",84
"67",112
"68",62
"69",59
"70",18
"71",8
"72",42
"73",24
"74",17
"75",37
"76",44
"77",1
"78",6
"79",10
"80",3
"81",3
"82",2
"83",6
"84",3
"85",0
"86",5
"87",1
"88",1
"89",3
"90",6
"91",4
"92",8
"93",7
"94",6
"95",12
"96",1
"97",6
"98",32
"99",12
"100",23
"101",73
"102",17
"103",42
"104",82
"105",3
"106",4
"107",20
"108",18
"109",13
"110",187
"111",26
"112",15
"113",76
"114",53
"115",67
"116",126
"117",46
"118",31
"119",81
"120",161
"121",9
"122",158
"123",12
"124",20
"125",89
"126",8
"127",13
"128",4
"129",25
"130",4
"131",11
"132",1
"133",0
"134",16
"135",0
"136",0
"137",10
"138",0
"139",3
"140",9
"141",1
"142",3
"143",7
"144",7
"145",15
"146",31
"147",17
"148",26
"149",24
"150",20
"151",5
"152",72
"153",11
"154",9
"155",105
"156",34
"157",30
"158",80
"159",1
"160",26
"161",43
"162",21
"163",69
"164",11
"165",113
"166",56
"167",74
"168",36
"169",228
"170",22
"171",36
"172",158
"173",13
"174",39
"175",59
"176",67
"177",79
"178",72
"179",52
"180",10
"181",37
"182",14
"183",16
"184",16
"185",17
"186",2
"187",20
"188",6
"189",3
"190",31
"191",2
"192",10
"193",4
"194",1
"195",5
"196",6
"197",0
"198",13
"199",7
"200",0
"201",7
"202",5
"203",1
"204",4
"205",42
"206",3
"207",8
"208",6
"209",21
"210",65
"211",17
