"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",8
"8",4
"9",0
"10",0
"11",1
"12",61
"13",2
"14",3
"15",7
"16",3
"17",43
"18",8
"19",6
"20",16
"21",7
"22",0
"23",23
"24",4
"25",9
"26",6
"27",0
"28",24
"29",0
"30",16
"31",1
"32",0
"33",6
"34",2
"35",10
"36",0
"37",3
"38",8
"39",4
"40",9
"41",2
"42",4
"43",6
"44",2
"45",27
"46",10
"47",3
"48",11
"49",8
"50",53
"51",13
"52",17
"53",28
"54",68
"55",47
"56",133
"57",91
"58",22
"59",181
"60",70
"61",610
"62",26
"63",74
"64",243
"65",124
"66",342
"67",82
"68",151
"69",94
"70",146
"71",167
"72",274
"73",54
"74",9
"75",37
"76",3
"77",37
"78",5
"79",8
"80",1
"81",5
"82",3
"83",13
"84",4
"85",13
"86",0
"87",2
"88",3
"89",2
"90",19
"91",5
"92",4
"93",1
"94",0
"95",19
"96",20
"97",4
"98",5
"99",3
"100",17
"101",51
"102",8
"103",36
"104",17
"105",63
"106",66
"107",6
"108",32
"109",110
"110",256
"111",94
"112",141
"113",57
"114",68
"115",295
"116",46
"117",36
"118",119
"119",235
"120",150
"121",185
"122",143
"123",50
"124",48
"125",131
"126",26
"127",29
"128",31
"129",13
"130",22
"131",9
"132",22
"133",7
"134",5
"135",6
"136",8
"137",29
"138",2
"139",8
"140",11
"141",7
"142",25
"143",12
"144",10
"145",8
"146",4
"147",14
"148",15
"149",48
"150",46
"151",5
"152",17
"153",48
"154",143
"155",66
"156",14
"157",82
"158",30
"159",51
"160",40
"161",51
"162",57
"163",30
"164",53
"165",34
"166",34
"167",92
"168",4
"169",101
"170",103
"171",61
"172",47
"173",73
"174",71
"175",99
"176",73
"177",179
"178",180
"179",135
"180",19
"181",6
"182",36
"183",84
"184",25
"185",9
"186",11
"187",22
"188",9
"189",29
"190",3
"191",29
"192",3
"193",34
"194",9
"195",6
"196",9
"197",2
"198",13
"199",4
"200",6
"201",5
"202",6
"203",1
"204",24
"205",1
"206",23
"207",9
"208",5
"209",4
"210",27
"211",5
