"","x"
"1",0
"2",0
"3",0
"4",3
"5",1
"6",3
"7",13
"8",13
"9",17
"10",35
"11",45
"12",54
"13",42
"14",60
"15",50
"16",41
"17",52
"18",27
"19",37
"20",39
"21",29
"22",13
"23",40
"24",13
"25",9
"26",28
"27",7
"28",3
"29",8
"30",3
"31",8
"32",18
"33",13
"34",19
"35",19
"36",10
"37",22
"38",27
"39",18
"40",15
"41",25
"42",22
"43",23
"44",33
"45",33
"46",35
"47",58
"48",36
"49",52
"50",47
"51",44
"52",57
"53",51
"54",92
"55",122
"56",171
"57",156
"58",97
"59",112
"60",73
"61",130
"62",107
"63",100
"64",154
"65",78
"66",73
"67",157
"68",58
"69",150
"70",86
"71",74
"72",52
"73",30
"74",19
"75",30
"76",9
"77",11
"78",9
"79",11
"80",8
"81",5
"82",5
"83",13
"84",6
"85",4
"86",13
"87",7
"88",8
"89",3
"90",14
"91",12
"92",15
"93",9
"94",14
"95",9
"96",7
"97",22
"98",32
"99",24
"100",36
"101",49
"102",32
"103",35
"104",57
"105",36
"106",57
"107",64
"108",56
"109",165
"110",140
"111",106
"112",154
"113",106
"114",103
"115",175
"116",111
"117",115
"118",145
"119",156
"120",151
"121",112
"122",94
"123",74
"124",46
"125",66
"126",39
"127",15
"128",27
"129",14
"130",6
"131",18
"132",7
"133",9
"134",14
"135",10
"136",9
"137",14
"138",20
"139",9
"140",14
"141",14
"142",11
"143",27
"144",14
"145",36
"146",11
"147",28
"148",27
"149",20
"150",25
"151",25
"152",29
"153",40
"154",28
"155",42
"156",39
"157",60
"158",42
"159",51
"160",49
"161",100
"162",61
"163",57
"164",56
"165",132
"166",104
"167",97
"168",77
"169",126
"170",105
"171",95
"172",114
"173",63
"174",83
"175",113
"176",88
"177",106
"178",92
"179",57
"180",51
"181",48
"182",44
"183",18
"184",13
"185",18
"186",8
"187",11
"188",9
"189",14
"190",9
"191",12
"192",9
"193",16
"194",4
"195",6
"196",13
"197",10
"198",6
"199",12
"200",7
"201",10
"202",18
"203",5
"204",27
"205",30
"206",12
"207",44
"208",15
"209",31
"210",46
"211",20
