"","x"
"1",0
"2",0
"3",1
"4",17
"5",15
"6",20
"7",46
"8",26
"9",99
"10",46
"11",85
"12",158
"13",194
"14",36
"15",113
"16",79
"17",63
"18",23
"19",27
"20",26
"21",62
"22",19
"23",4
"24",1
"25",5
"26",7
"27",2
"28",15
"29",3
"30",0
"31",6
"32",15
"33",4
"34",2
"35",4
"36",7
"37",19
"38",49
"39",60
"40",147
"41",9
"42",15
"43",34
"44",35
"45",14
"46",2
"47",6
"48",24
"49",8
"50",34
"51",1
"52",3
"53",22
"54",48
"55",90
"56",597
"57",161
"58",78
"59",139
"60",19
"61",61
"62",46
"63",26
"64",23
"65",21
"66",3
"67",87
"68",26
"69",42
"70",3
"71",5
"72",2
"73",6
"74",0
"75",1
"76",0
"77",0
"78",1
"79",0
"80",0
"81",1
"82",0
"83",1
"84",4
"85",1
"86",3
"87",3
"88",10
"89",6
"90",15
"91",29
"92",17
"93",9
"94",32
"95",26
"96",1
"97",6
"98",12
"99",22
"100",31
"101",52
"102",110
"103",20
"104",49
"105",58
"106",17
"107",12
"108",48
"109",25
"110",58
"111",19
"112",6
"113",29
"114",47
"115",25
"116",63
"117",12
"118",49
"119",12
"120",15
"121",34
"122",26
"123",14
"124",26
"125",20
"126",22
"127",9
"128",10
"129",10
"130",29
"131",3
"132",15
"133",7
"134",0
"135",2
"136",3
"137",6
"138",20
"139",1
"140",0
"141",0
"142",2
"143",9
"144",11
"145",27
"146",18
"147",34
"148",31
"149",8
"150",22
"151",32
"152",19
"153",13
"154",37
"155",18
"156",54
"157",40
"158",149
"159",78
"160",195
"161",179
"162",226
"163",113
"164",61
"165",76
"166",121
"167",52
"168",114
"169",86
"170",99
"171",15
"172",9
"173",17
"174",30
"175",47
"176",54
"177",16
"178",16
"179",7
"180",11
"181",38
"182",15
"183",18
"184",26
"185",11
"186",17
"187",48
"188",26
"189",31
"190",20
"191",8
"192",1
"193",4
"194",1
"195",0
"196",0
"197",0
"198",2
"199",17
"200",29
"201",65
"202",12
"203",10
"204",9
"205",39
"206",49
"207",64
"208",72
"209",66
"210",151
"211",82
