"","x"
"1",0
"2",1
"3",3
"4",14
"5",19
"6",37
"7",52
"8",60
"9",62
"10",84
"11",106
"12",87
"13",63
"14",56
"15",50
"16",39
"17",29
"18",14
"19",16
"20",22
"21",17
"22",15
"23",16
"24",8
"25",7
"26",5
"27",3
"28",3
"29",3
"30",4
"31",11
"32",22
"33",19
"34",19
"35",17
"36",11
"37",15
"38",14
"39",12
"40",21
"41",13
"42",21
"43",28
"44",18
"45",28
"46",34
"47",42
"48",25
"49",48
"50",48
"51",38
"52",41
"53",58
"54",70
"55",108
"56",142
"57",130
"58",59
"59",75
"60",57
"61",56
"62",49
"63",49
"64",48
"65",38
"66",28
"67",65
"68",39
"69",57
"70",23
"71",25
"72",19
"73",25
"74",11
"75",15
"76",8
"77",13
"78",7
"79",10
"80",5
"81",5
"82",5
"83",4
"84",5
"85",3
"86",7
"87",9
"88",10
"89",6
"90",17
"91",18
"92",27
"93",22
"94",28
"95",23
"96",13
"97",17
"98",32
"99",37
"100",50
"101",62
"102",65
"103",74
"104",84
"105",99
"106",67
"107",59
"108",60
"109",52
"110",73
"111",104
"112",77
"113",69
"114",63
"115",56
"116",59
"117",51
"118",49
"119",56
"120",60
"121",38
"122",31
"123",34
"124",21
"125",18
"126",22
"127",14
"128",8
"129",3
"130",0
"131",0
"132",0
"133",0
"134",1
"135",2
"136",2
"137",5
"138",6
"139",18
"140",20
"141",12
"142",21
"143",29
"144",48
"145",44
"146",53
"147",41
"148",35
"149",43
"150",37
"151",37
"152",28
"153",33
"154",40
"155",47
"156",48
"157",74
"158",83
"159",72
"160",120
"161",135
"162",129
"163",92
"164",76
"165",61
"166",88
"167",72
"168",71
"169",70
"170",98
"171",92
"172",60
"173",42
"174",50
"175",41
"176",60
"177",72
"178",71
"179",45
"180",26
"181",20
"182",18
"183",12
"184",10
"185",13
"186",13
"187",15
"188",13
"189",16
"190",13
"191",11
"192",8
"193",12
"194",3
"195",6
"196",10
"197",10
"198",15
"199",12
"200",9
"201",18
"202",22
"203",15
"204",25
"205",27
"206",31
"207",39
"208",46
"209",65
"210",113
"211",81
