"","x"
"1",0
"2",0
"3",0
"4",1
"5",5
"6",3
"7",17
"8",64
"9",16
"10",9
"11",18
"12",45
"13",20
"14",7
"15",7
"16",1
"17",6
"18",4
"19",5
"20",7
"21",12
"22",12
"23",40
"24",20
"25",5
"26",2
"27",3
"28",3
"29",4
"30",4
"31",12
"32",45
"33",14
"34",7
"35",3
"36",10
"37",32
"38",35
"39",7
"40",11
"41",3
"42",0
"43",1
"44",5
"45",3
"46",13
"47",31
"48",13
"49",16
"50",27
"51",3
"52",18
"53",39
"54",58
"55",153
"56",95
"57",54
"58",36
"59",70
"60",34
"61",23
"62",12
"63",42
"64",38
"65",22
"66",11
"67",46
"68",45
"69",73
"70",39
"71",74
"72",69
"73",61
"74",23
"75",27
"76",16
"77",19
"78",11
"79",14
"80",2
"81",7
"82",3
"83",2
"84",3
"85",6
"86",5
"87",15
"88",14
"89",23
"90",4
"91",2
"92",6
"93",23
"94",76
"95",35
"96",20
"97",91
"98",101
"99",47
"100",5
"101",22
"102",89
"103",128
"104",13
"105",2
"106",7
"107",14
"108",0
"109",2
"110",10
"111",10
"112",33
"113",11
"114",14
"115",48
"116",34
"117",3
"118",34
"119",55
"120",47
"121",25
"122",6
"123",3
"124",4
"125",10
"126",52
"127",30
"128",2
"129",1
"130",8
"131",9
"132",10
"133",1
"134",9
"135",45
"136",18
"137",14
"138",7
"139",8
"140",13
"141",8
"142",22
"143",29
"144",24
"145",7
"146",5
"147",12
"148",7
"149",3
"150",28
"151",16
"152",16
"153",29
"154",39
"155",30
"156",34
"157",26
"158",75
"159",338
"160",419
"161",178
"162",16
"163",17
"164",9
"165",12
"166",17
"167",53
"168",6
"169",5
"170",4
"171",61
"172",13
"173",7
"174",14
"175",36
"176",29
"177",28
"178",19
"179",7
"180",6
"181",2
"182",10
"183",5
"184",2
"185",2
"186",2
"187",13
"188",2
"189",4
"190",3
"191",8
"192",1
"193",4
"194",3
"195",12
"196",61
"197",67
"198",51
"199",8
"200",16
"201",10
"202",12
"203",4
"204",22
"205",18
"206",10
"207",1
"208",1
"209",16
"210",68
"211",89
