"","x"
"1",0
"2",2
"3",3
"4",13
"5",29
"6",54
"7",90
"8",81
"9",73
"10",78
"11",103
"12",84
"13",63
"14",60
"15",46
"16",41
"17",27
"18",16
"19",12
"20",14
"21",25
"22",20
"23",22
"24",13
"25",8
"26",6
"27",6
"28",10
"29",6
"30",9
"31",21
"32",29
"33",29
"34",38
"35",35
"36",16
"37",12
"38",9
"39",11
"40",12
"41",18
"42",20
"43",20
"44",24
"45",23
"46",30
"47",26
"48",33
"49",66
"50",41
"51",47
"52",54
"53",78
"54",95
"55",130
"56",164
"57",132
"58",52
"59",67
"60",64
"61",50
"62",42
"63",39
"64",40
"65",41
"66",32
"67",74
"68",54
"69",62
"70",38
"71",24
"72",16
"73",11
"74",14
"75",14
"76",8
"77",8
"78",5
"79",13
"80",13
"81",12
"82",6
"83",7
"84",15
"85",14
"86",13
"87",9
"88",7
"89",6
"90",17
"91",25
"92",28
"93",24
"94",25
"95",16
"96",5
"97",10
"98",13
"99",19
"100",38
"101",57
"102",58
"103",86
"104",85
"105",103
"106",60
"107",51
"108",52
"109",50
"110",77
"111",75
"112",69
"113",73
"114",77
"115",65
"116",72
"117",72
"118",52
"119",51
"120",64
"121",41
"122",23
"123",10
"124",6
"125",5
"126",12
"127",10
"128",7
"129",8
"130",4
"131",4
"132",6
"133",8
"134",12
"135",24
"136",11
"137",16
"138",19
"139",18
"140",8
"141",8
"142",12
"143",29
"144",32
"145",37
"146",39
"147",26
"148",14
"149",24
"150",18
"151",15
"152",22
"153",37
"154",41
"155",70
"156",79
"157",125
"158",139
"159",98
"160",138
"161",139
"162",135
"163",92
"164",85
"165",63
"166",91
"167",87
"168",63
"169",56
"170",77
"171",87
"172",43
"173",48
"174",53
"175",45
"176",55
"177",69
"178",59
"179",60
"180",28
"181",24
"182",16
"183",13
"184",9
"185",15
"186",9
"187",15
"188",10
"189",14
"190",6
"191",8
"192",16
"193",16
"194",2
"195",6
"196",10
"197",8
"198",10
"199",19
"200",17
"201",29
"202",28
"203",24
"204",28
"205",35
"206",35
"207",37
"208",40
"209",53
"210",110
"211",74
