"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",3
"9",0
"10",2
"11",2
"12",5
"13",8
"14",4
"15",13
"16",6
"17",13
"18",9
"19",7
"20",19
"21",15
"22",16
"23",17
"24",4
"25",18
"26",17
"27",9
"28",11
"29",4
"30",10
"31",22
"32",8
"33",14
"34",6
"35",21
"36",28
"37",20
"38",18
"39",21
"40",24
"41",17
"42",32
"43",31
"44",35
"45",29
"46",26
"47",44
"48",47
"49",60
"50",41
"51",55
"52",64
"53",72
"54",75
"55",91
"56",136
"57",150
"58",93
"59",163
"60",130
"61",235
"62",110
"63",104
"64",218
"65",145
"66",174
"67",142
"68",98
"69",258
"70",69
"71",94
"72",72
"73",67
"74",107
"75",41
"76",24
"77",36
"78",20
"79",35
"80",32
"81",12
"82",9
"83",14
"84",27
"85",20
"86",19
"87",3
"88",17
"89",12
"90",34
"91",13
"92",5
"93",24
"94",16
"95",18
"96",15
"97",17
"98",56
"99",34
"100",36
"101",49
"102",47
"103",95
"104",59
"105",62
"106",98
"107",59
"108",78
"109",120
"110",165
"111",169
"112",119
"113",84
"114",166
"115",219
"116",155
"117",140
"118",96
"119",204
"120",207
"121",161
"122",94
"123",91
"124",71
"125",126
"126",94
"127",35
"128",37
"129",19
"130",21
"131",45
"132",29
"133",28
"134",20
"135",16
"136",18
"137",23
"138",28
"139",14
"140",23
"141",10
"142",30
"143",46
"144",15
"145",25
"146",24
"147",31
"148",24
"149",41
"150",44
"151",41
"152",42
"153",41
"154",58
"155",69
"156",69
"157",116
"158",81
"159",70
"160",132
"161",141
"162",156
"163",112
"164",84
"165",214
"166",186
"167",193
"168",136
"169",143
"170",268
"171",191
"172",120
"173",102
"174",207
"175",198
"176",168
"177",154
"178",140
"179",123
"180",70
"181",104
"182",84
"183",67
"184",47
"185",49
"186",30
"187",30
"188",21
"189",30
"190",20
"191",18
"192",25
"193",18
"194",11
"195",19
"196",14
"197",16
"198",23
"199",7
"200",21
"201",14
"202",28
"203",23
"204",25
"205",35
"206",31
"207",51
"208",40
"209",58
"210",98
"211",58
