"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",1
"7",0
"8",4
"9",3
"10",4
"11",8
"12",3
"13",20
"14",13
"15",22
"16",16
"17",14
"18",20
"19",17
"20",29
"21",18
"22",23
"23",25
"24",14
"25",17
"26",18
"27",16
"28",11
"29",6
"30",9
"31",25
"32",19
"33",15
"34",14
"35",13
"36",25
"37",29
"38",26
"39",13
"40",26
"41",17
"42",29
"43",32
"44",22
"45",33
"46",26
"47",42
"48",41
"49",53
"50",35
"51",63
"52",64
"53",82
"54",75
"55",85
"56",132
"57",137
"58",106
"59",186
"60",136
"61",206
"62",118
"63",127
"64",224
"65",155
"66",135
"67",197
"68",108
"69",283
"70",68
"71",81
"72",102
"73",85
"74",90
"75",31
"76",32
"77",60
"78",29
"79",26
"80",23
"81",10
"82",8
"83",19
"84",29
"85",13
"86",16
"87",8
"88",21
"89",10
"90",26
"91",14
"92",12
"93",24
"94",15
"95",17
"96",13
"97",25
"98",47
"99",32
"100",23
"101",35
"102",50
"103",77
"104",49
"105",48
"106",87
"107",50
"108",82
"109",95
"110",128
"111",119
"112",127
"113",94
"114",126
"115",182
"116",134
"117",174
"118",100
"119",174
"120",218
"121",134
"122",129
"123",89
"124",80
"125",135
"126",84
"127",54
"128",51
"129",18
"130",33
"131",41
"132",31
"133",25
"134",9
"135",28
"136",19
"137",37
"138",24
"139",16
"140",16
"141",16
"142",41
"143",33
"144",20
"145",23
"146",26
"147",38
"148",26
"149",46
"150",36
"151",41
"152",45
"153",56
"154",59
"155",46
"156",65
"157",124
"158",82
"159",80
"160",110
"161",123
"162",154
"163",102
"164",93
"165",193
"166",179
"167",188
"168",112
"169",156
"170",234
"171",221
"172",123
"173",122
"174",201
"175",182
"176",182
"177",172
"178",153
"179",132
"180",66
"181",81
"182",90
"183",65
"184",30
"185",36
"186",32
"187",41
"188",20
"189",18
"190",24
"191",31
"192",28
"193",19
"194",11
"195",19
"196",18
"197",11
"198",18
"199",11
"200",13
"201",17
"202",15
"203",24
"204",29
"205",33
"206",26
"207",38
"208",29
"209",52
"210",96
"211",40
